ID,Subject,trial_number,Trial start,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,condition,first_error_position,return_to_arm,Lag_from_last_choice,time_delay,return_delay,means,time_delay_adjusted,time_fe,time_fe_after,time_fe_before
100,Jimi,4,746.2833333,753.8333333,758.0333333,763.5,768.8333333,774.0833333,780.7666667,786.9666667,793.7666667,#N/A,self-ordered,7,1,6,33.1333334,33.1333334,5.935416675,5.582309586,6.8,6.8,6.2
101,Jimi,5,872.05,882.5333333,886.5166667,893.2333333,898.5,905.4,912.1833333,918.6166667,924.7833333,#N/A,self-ordered,6,1,5,29.65,29.65,6.591666663,4.498103669,6.4333334,6.4333334,6.7833333
102,Jimi,6,1015.616667,1023.7,1029.4,1034.966667,1043.216667,1047.816667,1055.266667,1060.883333,1069.116667,#N/A,self-ordered,8,2,6,45.416667,39.716667,6.6875,6.791277308,#N/A,#N/A,8.233334
103,Kito,1,537.2163127,545.1996407,562.1662962,581.3996169,614.3162619,626.266254,646.9162404,659.7662319,672.3662236,#N/A,self-ordered,9,#N/A,#N/A,#N/A,#N/A,16.89373886,#N/A,#N/A,#N/A,#N/A
104,Kito,2,768.7161601,775.6161556,777.482821,782.8828175,787.7828142,794.8661429,814.8661297,824.3161235,832.8161179,#N/A,self-ordered,6,4,2,39.2499741,27.0833155,8.012494725,4.898595936,9.4499938,9.4499938,19.9999868
105,Kito,3,923.1660583,925.1993903,931.1493864,937.4993822,942.2493791,947.0827093,951.7993728,958.132702,966.0493634,970.4326939,self-ordered,8,2,6,40.8499731,34.899977,5.360413137,7.620676252,4.3833305,4.3833305,7.9166614
106,Kito,4,1145.249245,1150.232575,1156.282571,1167.132564,1169.932562,1174.682559,1178.76589,1182.699221,1187.815884,1192.182548,forced,6,3,3,28.533315,11.633326,5.320829875,5.36256856,3.933331,3.933331,4.083331
107,Kito,5,1296.132479,1304.199141,1310.399137,1317.982465,1320.99913,1326.515793,1332.265789,1337.332452,1343.832448,1356.599106,forced,7,3,4,33.133311,19.349987,5.962496125,5.556953045,6.499996,6.499996,5.066663
108,Kito,6,1449.165712,1453.715709,1456.94904,1462.649036,1466.8157,1470.582364,1474.899028,1479.699025,1484.049022,1488.649019,forced,9,#N/A,#N/A,34.93331,#N/A,4.36041375,8.011466802,#N/A,#N/A,#N/A
109,Kukie,1,242.9666667,247.0833333,254.6166667,267.5166667,281.7666667,297.1833333,302.95,320.6833333,329.2666667,#N/A,forced,6,1,5,55.8666667,55.8666667,10.7875,5.17883353,17.7333333,17.7333333,5.7666667
110,Kukie,2,417.0666667,439.1833333,447.7666667,453.9333333,465.0333333,471.4833333,476.7666667,485.1166667,490.1833333,#N/A,forced,5,1,4,32.3,32.3,9.139583325,3.534077961,5.2833334,5.2833334,6.45
111,Kukie,3,594.0166667,597.6833333,602.2833333,618.9166667,624.35,629.0833333,636.6,646.7833333,655.65,661.55,forced,7,3,4,49.1,27.8666666,7.704166663,6.373174692,8.8666667,8.8666667,10.1833333
112,Kukie,4,752.7833333,760.5666667,767.3166667,774.05,778.7833333,785.5833333,791.8,798.0833333,803.15,809.6166667,self-ordered,6,1,5,31.2333333,31.2333333,6.295833338,4.960953003,6.2833333,6.2833333,6.2166667
113,Kukie,5,884.95,892,902.6,909.0833333,913.6333333,919.6833333,932.0666667,936.1166667,943.9,953.0166667,self-ordered,3,1,2,17.0833333,17.0833333,7.36875,2.318348879,4.55,4.55,6.4833333
114,Kukie,6,1020.9,1028.316667,1036.266667,1038.133333,1043.9,1052.783333,1055.716667,1064.733333,1073.75,1078.283333,self-ordered,6,1,5,27.4,27.4,6.60625,4.147587512,9.016666,9.016666,2.933334
115,Lea3,2,789.0333333,796.75,804.4833333,818.8833333,829.6166667,836.95,845.7166667,854.7,861.2166667,#N/A,forced,8,3,5,64.4666667,42.3333334,9.022916675,7.144770258,#N/A,#N/A,6.5166667
116,Lea3,3,972.15,979.6833333,988.0333333,998.95,1009.1,1015.666667,1025.816667,1034.316667,1042.083333,#N/A,forced,5,2,3,35.9833337,27.6333337,8.741666625,4.116301301,10.15,10.15,6.566667
117,Lea3,4,1141.383333,1154.416667,1158.45,1163.416667,1169.183333,1180,1187.383333,1194.683333,1202.916667,1210.033333,self-ordered,4,1,3,14.766666,14.766666,7.69166675,1.919826545,10.816667,10.816667,5.766666
118,Lea3,5,1285.516667,1298.1,1302.616667,1308.316667,1313.133333,1319.233333,1324.95,1330.65,1338.75,1345.283333,self-ordered,6,1,5,26.85,26.85,6.654166625,4.035065774,5.7,5.7,5.716667
119,Lea3,6,1415.383333,1424.75,1428.55,1432.966667,1437.65,1443.066667,1448.216667,1454.1,1460.066667,1467.833333,self-ordered,7,1,6,29.35,29.35,5.58541675,5.25475561,5.966667,5.966667,5.883333
120,Lenny4,1,241.9666038,253.7832674,281.1499269,314.6499182,352.6832417,373.4499029,411.0332265,420.483224,451.433216,#N/A,self-ordered,3,1,2,60.8666508,60.8666508,26.18332653,2.32463399,38.0333235,38.0333235,33.4999913
121,Lenny4,2,569.549852,576.0665169,579.7998493,585.1998479,594.2331789,599.3165109,612.0331742,618.2831726,623.0165047,629.566503,self-ordered,5,1,4,23.249994,23.249994,6.683331588,3.478803004,12.7166633,12.7166633,5.083332
122,Lenny4,3,723.299812,730.5664768,734.9664756,739.3831411,743.9831399,748.6831387,754.5998039,759.2998026,763.4331349,768.316467,self-ordered,5,2,3,18.1166619,13.7166631,5.016665363,3.61129567,5.9166652,5.9166652,4.6999988
123,Lenny4,4,893.9997676,904.6830982,913.0164293,917.033095,922.166427,928.3497587,932.5997576,936.1664233,941.5997552,946.3830873,forced,6,3,3,27.9166594,15.5666626,5.94999845,4.691876752,3.5666657,3.5666657,4.2499989
124,Lenny4,5,1049.533061,1055.566392,1066.916389,1071.783055,1076.816387,1080.366386,1084.049718,1088.73305,1094.383049,#N/A,forced,6,3,3,28.483326,12.266663,5.6062485,5.080639219,4.683332,4.683332,3.683332
125,Lenny4,6,1185.733025,1193.883023,1200.216355,1202.216354,1206.449686,1209.783019,1213.183018,1216.733017,1223.549682,1226.783014,forced,5,2,3,15.899996,9.566664,4.727082125,3.363596312,3.399999,3.399999,3.333333
126,Lexi3,1,1391.265791,1400.282452,1415.749109,1431.615766,1457.915749,1472.299074,1487.399064,1506.565719,1525.232374,#N/A,forced,6,1,5,87.116612,87.116612,16.74582288,5.202289111,19.166655,19.166655,15.09999
127,Lexi3,2,0,1.616666144,13.28332904,23.81665897,31.63332311,50.6166503,62.0666466,86.64997199,#N/A,#N/A,forced,3,1,2,22.19999283,22.19999283,12.37856743,1.793421812,7.81666414,7.81666414,10.53332993
128,Lexi3,3,169.0332787,174.9332768,180.0166085,187.0832729,195.5666034,202.3999346,209.4499323,217.9332629,224.2999275,#N/A,forced,8,2,6,49.3666507,44.283319,6.9083311,7.145958986,#N/A,#N/A,6.3666646
129,Lexi3,4,322.5665624,330.4498932,338.083224,346.5665546,351.9665529,359.0665506,365.2165486,375.5665453,384.4332091,#N/A,self-ordered,6,3,3,34.7666554,18.649994,7.733330838,4.495689649,10.3499967,10.3499967,6.149998
130,Lexi3,5,472.9998471,481.2331778,487.3165091,498.1665056,504.4831703,510.4331683,516.7998329,524.4831638,530.7164951,#N/A,self-ordered,4,2,2,23.2499925,17.1666612,7.214581,3.222639333,5.949998,5.949998,6.3166647
131,Lexi3,6,621.849799,625.5164645,633.9164617,645.5997913,649.9997899,656.9664543,663.2997856,669.9664501,675.0997818,#N/A,self-ordered,5,2,3,31.4499898,23.0499926,6.65624785,4.724882623,6.3333313,6.3333313,6.9666644
132,Lilo3,1,407.9998293,416.4664924,431.5831528,448.6831456,467.1331379,486.6331297,497.4164586,505.7164551,513.8831183,#N/A,forced,4,2,2,50.6666455,35.5499851,13.23541113,3.828112706,19.4999918,19.4999918,18.4499923
133,Lilo3,4,967.5162619,974.9995921,980.0162567,989.2329195,995.182917,1005.382913,1014.332909,1019.249574,1024.749571,#N/A,self-ordered,8,1,7,49.7499789,49.7499789,7.154163638,6.953989512,#N/A,#N/A,5.499997
134,Lilo3,5,1197.266166,1205.266162,1214.032825,1223.382822,1230.099485,1240.482814,1254.666142,1266.082804,1272.116134,#N/A,self-ordered,6,4,2,49.39998,24.566657,9.356246,5.279893239,11.416662,11.416662,14.183328
135,Lilo3,6,1356.866099,1363.19943,1368.582761,1381.332755,1386.716087,1393.149417,1397.366082,1404.016079,1411.882743,#N/A,self-ordered,3,1,2,18.133325,18.133325,6.8770805,2.636776609,5.383332,5.383332,12.749994
136,Loki6,1,294.8666667,302.9666667,311.8166667,328.15,335.7833333,344.3166667,355.45,368.6333333,378.25,#N/A,forced,6,1,5,52.4833333,52.4833333,10.42291666,5.035378772,13.1833333,13.1833333,11.1333333
137,Loki6,2,463.7833333,464.5333333,475.6166667,484.9,492.5,502.0166667,512.9666667,522,535.85,#N/A,forced,5,1,4,37.4833334,37.4833334,9.008333338,4.160962078,10.95,10.95,9.5166667
138,Loki6,3,631.1833333,633.7833333,643.3333333,654.55,671.8666667,682.8166667,692.7166667,703.15,714.9,#N/A,forced,6,1,5,58.9333334,58.9333334,10.46458334,5.631694211,10.4333333,10.4333333,9.9
139,Loki6,4,809.5,815.45,821.9333333,830.0666667,838.9166667,846.7166667,859.7333333,871.5833333,882.5833333,#N/A,self-ordered,7,1,6,56.1333333,56.1333333,9.135416663,6.144583808,11,11,11.85
140,Loki6,5,963.2166667,972.55,983.25,990.5833333,996.1,1007.383333,1021.833333,1035.333333,1041.35,#N/A,self-ordered,5,1,4,34.833333,34.833333,9.766666662,3.566552868,14.45,14.45,11.283333
141,Loki6,6,1129.2,1135.916667,1150.2,1164.6,1172.916667,1181.416667,1196.5,1211.85,1223.55,#N/A,self-ordered,4,2,2,37,22.716667,11.79375,3.137254902,8.5,8.5,8.316667
142,Loki7,1,342.55,345.1833333,367.6166667,381.45,442.5666667,466.35,486.85,505.05,515.7333333,539.7833333,self-ordered,6,1,5,141.6666667,141.6666667,21.64791666,6.544124726,18.2,18.2,20.5
143,Loki7,2,646.25,646.9166667,651.9,667.7166667,676.5333333,684.4333333,697.1833333,706.05,715.0833333,#N/A,self-ordered,7,2,5,59.1333333,54.15,8.604166663,6.872639225,9.0333333,9.0333333,8.8666667
144,Loki7,3,799.2833333,800.2666667,806.6166667,813.2833333,821.5,829.0833333,837.1833333,844.55,850.2666667,#N/A,self-ordered,7,2,5,44.2833333,37.9333333,6.372916675,6.948676024,5.7166667,5.7166667,7.3666667
145,Loki7,4,1035.283333,1020.8,1029.1,1035.35,1040.166667,1044.85,1052.7,1058.216667,1064.733333,1070.7,forced,5,1,4,24.05,24.05,3.68125,6.533106961,7.85,7.85,4.683333
146,Loki7,5,1206.583333,1187.133333,1200.3,1209.616667,1214.2,1221.983333,1227.883333,1233.766667,1240.733333,1246.75,forced,5,1,4,34.85,34.85,4.26875,8.16398243,5.9,5.9,7.783333
147,Loki7,6,1366.15,1351.066667,1359.866667,1367.75,1372.716667,1376.7,1383.7,1388.85,#N/A,#N/A,forced,9,#N/A,#N/A,#N/A,#N/A,3.242857143,#N/A,#N/A,#N/A,#N/A
148,Lucy18,1,322.2,330.25,343.8833333,356.5,368.9333333,387.3166667,392.35,402.4,414.8666667,426.0333333,forced,3,2,1,26.25,12.6166667,11.58333334,2.26618705,12.4333333,12.4333333,12.6166667
149,Lucy18,2,553.6,558.2333333,570.5666667,586.4333333,598.7666667,608.45,615.0833333,621.8666667,629.85,#N/A,forced,5,1,4,50.2166667,50.2166667,9.53125,5.268633883,6.6333333,6.6333333,9.6833333
150,Lucy18,3,724.5833333,729.8166667,737.6666667,748.55,754.0333333,763.6666667,770.3166667,780.9833333,790.1333333,795.6666667,forced,7,2,5,51.1666666,43.3166666,8.19375,6.244596992,9.15,9.15,10.6666666
151,Lucy18,4,905.6,912.8833333,916.7333333,923.1,929.5333333,936.4,942.6,948.8,956.6333333,#N/A,self-ordered,8,1,7,43.75,43.75,6.379166663,6.858262578,#N/A,#N/A,7.8333333
152,Lucy18,5,1036.166667,1043.25,1049.216667,1053.35,1059.8,1068.4,1076.583333,1081.933333,1091.933333,1095.65,self-ordered,9,#N/A,#N/A,52.4,#N/A,6.97083325,7.517035356,#N/A,#N/A,#N/A
153,Lucy18,6,1174.85,1181.95,1188.25,1193.15,1199.033333,1205.35,1210.75,1214.966667,1226.733333,1233.3,self-ordered,9,#N/A,#N/A,51.35,#N/A,6.485416625,7.917764265,#N/A,#N/A,#N/A
154,Ludwig2,1,305.7166596,311.8333261,325.0666592,341.5333254,347.999992,358.1333251,367.8999915,377.5999913,395.2999909,401.8499907,forced,4,1,3,36.1666659,36.1666659,11.19791641,3.229767447,10.1333331,10.1333331,6.4666666
155,Ludwig2,2,496.9999885,504.4833217,517.749988,526.9999878,532.1666544,540.0833208,545.4666541,551.8499872,559.3499871,565.7333203,forced,5,2,3,35.5999991,22.3333328,7.793749825,4.567762617,5.3833333,5.3833333,7.9166664
156,Ludwig2,3,653.1999849,664.6666513,673.2833178,678.9499843,689.7999841,696.0166506,701.6999838,706.983317,712.9999835,721.86665,forced,6,2,4,37.0333325,28.416666,7.474999825,4.954292089,5.2833332,5.2833332,5.6833332
157,Ludwig2,4,831.7999808,836.6666473,841.5833139,847.6333137,853.3666469,863.9833134,870.1666466,876.8499797,883.2333129,#N/A,self-ordered,7,1,6,40.1833324,40.1833324,6.429166513,6.250162027,6.3833332,6.3833332,6.6833331
158,Ludwig2,5,977.8333107,985.2333106,990.1833104,996.1666436,1010.166643,1015.449977,1022.216643,1027.83331,1033.766643,#N/A,self-ordered,5,3,2,30.2166664,19.2833334,6.991666538,4.321811722,6.766666,6.766666,5.283334
159,Ludwig2,6,1125.033307,1132.599974,1137.51664,1142.599974,1148.86664,1154.899973,1160.683307,1166.383306,1172.033306,#N/A,self-ordered,6,1,5,28.083333,28.083333,5.874999875,4.780141889,5.699999,5.699999,5.783334
160,Mailo,1,360.6,368.3666667,378,393.3333333,404.7833333,416.7833333,424.7166667,437.4,448.6166667,#N/A,forced,3,1,2,24.9666666,24.9666666,11.00208334,2.269267177,11.45,11.45,15.3333333
161,Mailo,2,545.45,553.1,562.3333333,574.3,580.4833333,593.3333333,599.75,608.4833333,619.15,#N/A,forced,6,1,5,46.65,46.65,9.2125,5.063772049,8.7333333,8.7333333,6.4166667
162,Mailo,3,726.1666667,737.1,743.7166667,753.8333333,760.0166667,765.7833333,773.7166667,786.7666667,794.3333333,802.2666667,forced,4,2,2,22.9166667,16.3,8.520833325,2.689486559,5.7666666,5.7666666,6.1833334
163,Mailo,4,887.1166667,893.5333333,898.1833333,903.4666667,911.2333333,918.7166667,925.8166667,931.3166667,943.4833333,949.3,self-ordered,8,1,7,49.95,49.95,7.045833325,7.089296283,5.8166667,5.8166667,12.1666666
164,Mailo,5,1021.55,1031.45,1037.533333,1043.3,1048.5,1053.916667,1061.25,1068.083333,1077.283333,1082.65,self-ordered,8,1,7,45.833333,45.833333,6.966666625,6.57894736,5.366667,5.366667,9.2
165,Mailo,6,1159.416667,1169.066667,1174.233333,1179.55,1185.1,1190.7,1194.716667,1202.183333,1209,1215.633333,self-ordered,8,1,7,39.933333,39.933333,6.197916625,6.4430252,6.633333,6.633333,6.816667
166,Maro,2,0,2.016666667,17.88333333,32.3,43.8,53.91666667,#N/A,#N/A,#N/A,#N/A,forced,7,1,6,#N/A,#N/A,10.78333333,#N/A,#N/A,#N/A,#N/A
167,Maro,3,141.0666667,147.4333333,155.35,161.0666667,172.55,181.0833333,191.4666667,201.2833333,#N/A,#N/A,forced,4,1,3,25.1166667,25.1166667,8.602380943,2.9197343,8.5333333,8.5333333,11.4833333
168,Maro,4,290.0833333,306.4666667,311.5666667,325.75,335.7,343.6666667,352.55,360.5333333,375.4,#N/A,self-ordered,6,1,5,46.0833333,46.0833333,10.66458334,4.321156471,7.9833333,7.9833333,8.8833333
169,Maro,5,462.5333333,466.4166667,470.2333333,481.4833333,489.2,497.4,516.9166667,526.4166667,535.6,#N/A,self-ordered,6,1,5,50.5,50.5,9.133333338,5.529197078,9.5,9.5,19.5166667
170,Maro,6,616.3833333,620.75,628.0166667,634.25,640.2333333,650.75,659.2666667,666.8,677.4666667,#N/A,self-ordered,8,2,6,56.7166667,49.45,7.635416675,7.42810368,#N/A,#N/A,10.6666667
171,Maze,1,0,2.666666667,14.51666667,38.96666667,45.8,67.23333333,74.86666667,#N/A,#N/A,#N/A,forced,5,1,4,64.56666666,64.56666666,12.47777778,5.174532502,7.63333334,7.63333334,21.43333333
172,Maze,2,199.15,204.4,214.1833333,222.8166667,228.9333333,244.1166667,250.65,264.3333333,278.3,#N/A,forced,6,3,3,46.25,27.8333333,9.89375,4.674668351,13.6833333,13.6833333,6.5333333
173,Maze,3,393.65,396.0833333,405.3,415.7,419.45,428.3,442.0166667,458.9333333,468.5833333,#N/A,forced,7,3,4,62.85,43.2333333,9.366666663,6.709964416,9.65,9.65,16.9166666
174,Maze,4,571.1833333,574.3666667,579.0333333,586.55,592.3,598.6,605.6833333,611.55,#N/A,#N/A,self-ordered,7,2,5,37.1833333,32.5166667,5.766666671,6.447976868,#N/A,#N/A,5.8666667
175,Maze,5,692.5833333,699.1,703.7333333,709.4666667,717.5833333,723.0833333,732.25,738.15,745.1333333,750.45,self-ordered,6,2,4,33.15,28.5166667,6.56875,5.046622265,5.9,5.9,9.1666667
176,Maze,6,828.6666667,834.3,839.4,844.75,851.2333333,857.2166667,864.0833333,871.2833333,876.65,#N/A,self-ordered,6,2,4,29.7833333,24.6833333,5.997916663,4.965613058,7.2,7.2,6.8666666
177,Mazekeen,1,352.8666667,382.35,391.9833333,406.0333333,423.8666667,432.3,441.3166667,504.7333333,547.8333333,#N/A,forced,5,3,2,49.95,26.2666667,24.37083333,2.049581126,9.0166667,9.0166667,8.4333333
178,Mazekeen,2,688.6666667,713.8666667,722.5333333,735.9666667,783.1166667,809.4,856.6333333,866.05,875.7333333,#N/A,forced,4,2,2,69.25,60.5833334,23.38333333,2.961511049,26.2833333,26.2833333,47.15
179,Mazekeen,3,990.65,1006.716667,1015.833333,1027.233333,1037.4,1083.083333,1100.55,1113.75,1142.883333,#N/A,forced,3,1,2,20.516666,20.516666,19.02916663,1.078169444,10.166667,10.166667,11.4
180,Mazekeen,4,1248,1260.35,1289.583333,1295.316667,1309.483333,1320.216667,1332.216667,1339.8,1347.583333,#N/A,self-ordered,8,5,3,87.233333,27.366666,12.44791663,7.007866105,#N/A,#N/A,7.783333
181,Mazekeen,5,1454.883333,1467.05,1471.533333,1476.35,1483.533333,1494.166667,1499.333333,1507.1,1514.6,#N/A,self-ordered,7,4,3,40.05,23.566667,7.464583375,5.36533628,7.5,7.5,7.766667
182,Mazekeen,6,1596,1608.983333,1614.25,1622.05,1628.783333,1669.816667,1679.233333,1695.966667,1701.616667,#N/A,self-ordered,5,3,2,60.833334,47.766667,13.20208338,4.607858644,9.416666,9.416666,41.033334
183,Meo,1,0,10.0666587,23.96664769,38.04996988,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,forced,3,1,2,27.98331118,27.98331118,12.68332329,2.20630749,#N/A,#N/A,14.08332219
184,Meo,2,110.8332456,117.7332401,123.4832356,130.7332298,139.8332226,152.7332124,161.3998722,172.7498632,181.2665232,#N/A,forced,4,2,2,22.0999825,16.349987,8.8041597,2.510175105,12.8999898,12.8999898,9.0999928
185,Meo,3,253.3664661,259.8497943,265.5497898,273.1164504,283.9831085,290.0497704,300.1497624,310.749754,318.0164149,#N/A,forced,5,1,4,30.1999761,30.1999761,8.0812436,3.737045632,10.099992,10.099992,6.0666619
186,Meo,4,449.3496443,455.8496391,463.0329668,469.2662952,476.1662897,495.4829411,502.7329353,545.6662347,553.7995616,#N/A,self-ordered,3,1,2,13.4166561,13.4166561,13.05623966,1.027604919,6.8999945,6.8999945,6.2333284
187,Meo,5,633.2494987,642.1661583,646.6494881,652.7828165,659.6661444,666.9328053,675.5161319,682.4327931,700.5161121,#N/A,self-ordered,4,2,2,17.4999861,13.0166563,8.408326675,2.081268578,7.2666609,7.2666609,6.8833279
188,Meo,6,776.0160523,783.4827131,788.5993757,795.0827039,801.3660322,807.8326938,816.76602,828.2660109,834.9993389,841.5826671,self-ordered,5,3,2,24.3499807,12.7499899,7.372910825,3.30262786,8.9333262,8.9333262,6.4666616
189,Monty,1,347.3331501,361.4331427,377.983134,387.333129,394.6164585,404.6331199,410.5331168,425.1997757,433.4497714,#N/A,self-ordered,7,1,6,63.766633,63.766633,10.76457766,5.923746848,8.2499957,8.2499957,14.6666589
190,Monty,2,527.9663882,540.5330482,544.4663795,553.1830415,560.8830375,574.499697,579.3496944,586.5163573,591.7996878,599.3496839,self-ordered,9,#N/A,#N/A,58.8166357,#N/A,7.97916245,7.371279388,#N/A,#N/A,#N/A
191,Monty,3,698.332965,709.3829591,713.0162906,718.2829544,723.1662852,731.8662806,736.866278,741.4329422,746.2329397,#N/A,self-ordered,7,1,6,32.0499831,32.0499831,5.987496838,5.352818376,4.7999975,4.7999975,4.5666642
192,Monty,4,866.1995431,873.4495393,885.3328663,895.3161944,899.8995253,906.3995219,914.966184,920.3495145,925.4328452,930.6495091,forced,4,1,3,26.449986,26.449986,7.404162762,3.57231288,6.4999966,6.4999966,4.5833309
193,Monty,5,1014.849465,1019.732795,1027.132792,1037.982786,1042.94945,1047.649447,1054.016111,1059.866108,1064.966105,1069.382769,forced,8,2,6,45.23331,37.833313,6.26458,7.220485651,4.416664,4.416664,5.099997
194,Monty,6,1160.666054,1170.832716,1176.799379,1186.332708,1190.549372,1195.066036,1200.3327,1205.332698,1211.249361,1216.032692,forced,8,3,5,40.416645,24.916653,6.322913375,6.392092158,4.783331,4.783331,5.916663
195,Moon2,1,730.3997243,803.0330302,814.1163593,827.6663542,841.2330157,853.6163444,861.5496747,872.5996706,886.0329988,#N/A,self-ordered,7,2,5,69.5666404,58.4833113,19.45415931,3.575926324,13.4333282,13.4333282,11.0499959
196,Moon2,2,997.0996236,998.1329565,1004.032954,1010.282952,1016.316283,1026.732946,1038.232941,1044.699606,1054.666268,#N/A,self-ordered,4,1,3,18.1833265,18.1833265,7.19583055,2.526925332,10.416663,10.416663,6.033331
197,Moon2,3,1167.399559,1168.666225,1172.682891,1178.899555,1185.849552,1194.032883,1201.766213,1207.699544,1214.499541,#N/A,self-ordered,7,1,6,39.033319,39.033319,5.88749775,6.629865633,6.799997,6.799997,5.933331
198,Moon2,4,1395.46614,1223.149538,1374.749481,1383.749478,1397.582806,1401.449471,1406.749469,1412.649467,1417.649465,1424.382796,forced,7,2,5,189.499929,37.899986,2.772915625,68.33959436,4.999998,4.999998,5.899998
199,Moon2,5,1562.566077,1430.74946,1539.399419,1546.516083,1562.566077,1567.999408,1572.63274,1579.349404,1584.582735,1590.032733,forced,7,1,6,148.599944,148.599944,2.75208225,53.99545889,5.233331,5.233331,6.716664
