ID,Subject,trial_number,Trial start,1st choice,2nd choice,3rd choice,4th choice,5th choice,6th choice,7th choice,8th choice,9th choice,condition,first_error_position,return_to_arm,Lag_from_last_choice,adjacent_arms,total_mistakes
222,Moon2,2,997.0996236,998.1329565,1004.032954,1010.282952,1016.316283,1026.732946,1038.232941,1044.699606,1054.666268,#N/A,self-ordered,4,1,3,4,1
223,Moon2,3,1167.399559,1168.666225,1172.682891,1178.899555,1185.849552,1194.032883,1201.766213,1207.699544,1214.499541,#N/A,self-ordered,7,1,6,2,2
224,Moon2,4,1395.46614,1223.149538,1374.749481,1383.749478,1397.582806,1401.449471,1406.749469,1412.649467,1417.649465,1424.382796,forced,7,2,5,2,1
225,Moon2,5,1562.566077,1430.74946,1539.399419,1546.516083,1562.566077,1567.999408,1572.63274,1579.349404,1584.582735,1590.032733,forced,7,1,6,5,1
226,Moon2,6,1708.599355,1595.499398,1690.349362,1696.282693,1709.782688,1713.682686,1718.482685,1726.632681,1733.599346,1737.966011,forced,4,1,3,2,3
227,Nala13,1,295.166463,308.8164536,323.0497771,339.2497659,349.9330919,366.5664137,381.9497364,390.8330636,404.0497212,#N/A,self-ordered,6,2,4,1,2
228,Nala13,2,487.8163301,498.6663226,502.9996529,510.7996475,520.7496407,529.3163014,535.6162971,546.6329561,556.5996159,561.5496125,self-ordered,4,2,2,3,2
229,Nala13,3,640.1995582,648.5995524,652.4662164,657.516213,665.199541,670.8328704,675.6828671,680.7328636,685.5495269,689.6995241,self-ordered,6,1,5,2,3
230,Nala13,4,797.5494497,801.7327801,806.3827769,819.9161009,823.9494314,828.6160949,833.2327584,837.5160887,841.5994193,846.3327493,forced,7,1,6,3,1
231,Nala13,5,929.6660252,934.8660216,938.132686,950.2660109,953.9660084,958.1493388,961.6993364,966.2993332,970.8826634,976.2826597,forced,4,1,3,5,2
232,Nala13,6,1087.565916,1090.899247,1096.982576,1108.165902,1112.132566,1115.49923,1120.015894,1124.515891,1128.482555,1132.699218,forced,8,2,6,5,1
233,Nele4,1,306.6498249,314.1331539,327.2331464,340.7164721,363.9164588,375.233119,384.3331138,389.1497777,398.1331059,#N/A,self-ordered,4,1,3,3,1
234,Nele4,2,500.2663809,513.1663736,523.1330346,534.583028,539.3663586,544.449689,550.433019,557.0663485,561.2496795,#N/A,self-ordered,5,1,4,3,1
235,Nele4,3,660.7829559,667.9996185,675.1496144,689.4329396,694.6496033,700.0329335,706.23293,711.7995935,719.3329225,724.8662527,self-ordered,5,1,4,3,1
236,Nele4,4,815.7328674,827.566194,833.5328573,839.1661874,843.0995185,849.0661817,851.0328473,858.1495099,866.3495052,872.5495017,forced,9,#N/A,#N/A,5,0
237,Nele4,5,960.5494514,973.2161108,978.0994414,981.0161064,988.2494356,991.632767,997.3494304,1003.799427,1008.299424,1013.466088,forced,6,2,4,1,3
238,Nele4,6,1107.216034,1120.416027,1127.432689,1131.482687,1135.582685,1143.83268,1148.666011,1153.249341,1155.282674,1162.316003,forced,9,#N/A,#N/A,7,0
239,Oscar2,1,344.1165235,382.8665073,402.5498325,413.7498278,426.233156,433.5331529,443.6831487,453.7331445,459.4164755,#N/A,self-ordered,9,#N/A,#N/A,3,0
240,Oscar2,3,740.1830253,755.8496855,760.0163504,765.1663483,770.6330127,773.6330114,783.6996739,797.9830013,804.4996652,#N/A,self-ordered,7,4,3,1,2
241,Oscar2,4,992.0662538,1003.199583,1012.549579,1024.599574,1033.432903,1039.582901,1043.032899,1047.549564,#N/A,#N/A,forced,7,3,4,1,1
242,Oscar2,5,1250.39948,1280.199467,1292.732795,1302.949458,1307.249456,1312.732787,1319.432784,1323.849449,1327.932781,1337.099444,forced,8,4,4,1,1
243,Oscar2,6,1491.649379,1498.249377,1509.766038,1519.866034,1527.166031,1532.349362,1539.499359,1544.066024,1557.766018,1564.982682,forced,7,2,5,2,1
244,Pinky2,1,430.8666667,442.35,466.55,477.0666667,490.95,502.0666667,523.3166667,533.7333333,542.9833333,#N/A,self-ordered,3,1,2,1,3
245,Pinky2,2,623.3833333,632.4833333,640.8833333,650.45,659.7833333,674.3,685.9166667,698.0166667,708.05,#N/A,self-ordered,4,2,2,1,4
246,Pinky2,3,816.5666667,827.8666667,835.5666667,845.8166667,866.4666667,880.45,895.0166667,908.35,917.2833333,#N/A,self-ordered,4,2,2,1,3
247,Pinky2,4,1017.816667,1031.1,1041.766667,1056.266667,1076.416667,1084.9,1101.366667,1116.616667,1138.766667,#N/A,forced,8,1,7,1,1
248,Pinky2,5,1271.8,1284.783333,1295.05,1309.6,1336.616667,1345.466667,1363.866667,1375.4,1389.066667,#N/A,forced,6,2,4,0,2
249,Pinky2,6,1483.516667,1496.133333,1506.9,1522.783333,1530.666667,1545.05,1555.316667,1566.816667,1580.6,1593.183333,forced,7,2,5,1,1
250,Poca,1,348.2830917,354.9330871,366.7997456,382.0164017,398.9997232,411.3997146,424.8830386,437.5663631,452.2496863,#N/A,forced,4,1,3,2,2
251,Poca,3,868.5493975,884.4493865,893.1660471,905.0160389,910.6993683,916.2160311,925.3160248,931.2826873,939.6326815,#N/A,forced,4,1,3,1,3
252,Poca,4,1029.349286,1038.832613,1043.665943,1048.915939,1056.8826,1062.432596,1072.799256,1079.532584,1091.682576,1097.932572,self-ordered,5,1,4,2,2
253,Poca,5,1186.049177,1197.282503,1202.182499,1206.849163,1212.799159,1217.749155,1222.315819,1239.365807,1246.899135,#N/A,self-ordered,8,1,7,0,1
254,Poca,6,1327.349079,1337.182406,1341.665736,1347.199065,1353.299061,1358.982391,1365.815719,1378.949043,1393.1657,1400.415695,self-ordered,6,1,5,1,1
255,Quintus,1,240.266476,246.8164708,257.1164626,271.5664511,280.0164444,290.7997692,297.1830975,303.8997588,309.033088,314.94975,forced,9,#N/A,#N/A,2,0
256,Quintus,2,449.5163099,452.7829739,458.3996362,469.9829603,473.9662905,479.8829524,486.5496138,491.6329431,496.6662725,501.399602,forced,7,3,4,0,2
257,Quintus,3,596.4661932,603.8995207,612.0995142,624.4828377,628.9995007,633.7828303,638.0828269,644.4828218,656.3161457,#N/A,forced,5,1,4,3,1
258,Quintus,4,750.5994042,755.2494005,759.8993969,762.7660612,766.6160582,773.2993862,778.7160486,782.7993787,789.6493732,794.566036,self-ordered,5,1,4,1,2
259,Quintus,5,871.4993083,876.7993041,879.9993015,886.5326297,890.1159602,895.9326222,900.5326186,906.5326138,912.8659421,#N/A,self-ordered,6,1,5,1,2
260,Quintus,6,1011.565864,1017.332526,1019.99919,1026.549185,1031.865848,1036.88251,1043.865838,1054.36583,1060.782491,1065.449154,self-ordered,4,1,3,1,4
261,Reni,1,300.4333333,308.55,326.2,344.5833333,361.6833333,389.2166667,403.0166667,419.5166667,438.0333333,#N/A,forced,9,#N/A,#N/A,3,0
262,Reni,2,551.5333333,562.35,571.3,582.5666667,608.5166667,615.85,639.7666667,648.2,656.9833333,#N/A,forced,6,1,5,6,1
263,Reni,3,738.85,750.4833333,756.7833333,769.0333333,776.2166667,791.7833333,804.7,816.7833333,838.1833333,#N/A,forced,7,2,5,4,2
264,Reni,4,920.7,929.8666667,937.25,943.3166667,952.55,960.3,968.5166667,977.8833333,987.4166667,#N/A,self-ordered,9,#N/A,#N/A,7,0
265,Reni,5,1065.15,1076.283333,1082.133333,1089.533333,1101.95,1109.016667,1116.2,1125.15,1133.7,#N/A,self-ordered,5,2,3,5,2
266,Reni,6,1213.95,1229.3,1235.4,1241.966667,1250.2,1267.283333,1274.383333,1280.483333,1289.233333,1296.35,self-ordered,7,5,2,5,2
267,Robby,1,325.9664895,340.399815,346.5998116,355.7664733,362.1998032,371.2331316,385.6664571,395.3331185,405.4997796,412.9997756,self-ordered,3,1,2,3,1
268,Robby,2,518.2830517,530.3163785,534.3163763,545.2163704,556.7996974,560.9830285,567.5330249,573.3330218,582.3496835,#N/A,self-ordered,3,1,2,6,1
269,Robby,3,669.3663029,682.7662956,685.5496274,690.4829581,696.0496217,700.8662858,705.8162831,711.8162798,717.3662768,724.0996065,self-ordered,9,#N/A,#N/A,5,0
270,Robby,4,851.7495371,864.1495304,870.4328603,879.8328552,884.4328527,888.066184,892.6328482,896.7995126,900.3995107,904.2995086,forced,7,2,5,5,1
271,Robby,5,1011.14945,1019.532779,1027.682775,1035.316104,1039.032769,1043.649433,1048.632763,1052.649428,1058.482758,1064.699421,forced,9,#N/A,#N/A,1,0
272,Robby,6,1153.699373,1164.499367,1173.032696,1178.182693,1182.132691,1186.666022,1192.482685,1198.166016,1206.816011,1213.59934,forced,8,1,7,2,1
273,Sepp,1,248.1666667,257.5,267.3166667,283.2166667,296.6,306.8166667,319.4333333,335.8,342.3333333,#N/A,self-ordered,4,1,3,2,2
274,Sepp,2,428.4333333,435.6,438.95,442.3166667,447.4333333,454.5,459.05,463.2166667,467.6333333,#N/A,self-ordered,5,1,4,1,3
275,Sepp,3,557.9666667,569.3333333,572.7666667,576.55,580.9,586.6666667,591.15,595.2833333,599.3666667,603.7333333,self-ordered,4,2,2,2,2
276,Sepp,4,757.15,768.4,775.0166667,785.0166667,791.45,796.0333333,801.0833333,808,813.3,821.75,forced,7,4,3,3,2
277,Sepp,5,915.7333333,925.4333333,936.5833333,945.65,949.6166667,953.7333333,957.65,961.7333333,967.6833333,#N/A,forced,6,3,3,2,1
278,Sepp,6,1098.466667,1105.483333,1112.716667,1122.583333,1126.35,1129.966667,1134.45,1137.533333,1143.783333,1147.216667,forced,6,2,4,2,2
279,Tenya,1,323.4664856,335.1498124,346.9498058,359.2997989,366.7997947,374.7331236,389.9997817,404.0664405,415.2164343,#N/A,forced,9,#N/A,#N/A,3,0
280,Tenya,2,512.749713,522.9330407,533.2163682,538.8663651,549.4330258,556.2996886,563.2996847,573.8663455,585.466339,#N/A,forced,6,1,5,6,1
281,Tenya,3,676.6329546,682.1329515,708.2329369,715.2162664,721.4662629,727.4829262,734.7495888,742.3162512,748.8329142,755.8829103,forced,7,2,5,4,2
282,Tenya,4,846.1995264,854.4328551,859.7161855,864.7328493,870.1661796,877.0495091,884.3661717,892.3995005,911.5661565,#N/A,self-ordered,9,#N/A,#N/A,7,0
283,Tenya,5,1005.849437,1014.566099,1019.216096,1024.13276,1030.232757,1035.566087,1040.849417,1047.166081,1053.49941,#N/A,self-ordered,5,2,3,5,2
284,Tenya,6,1152.782688,1156.382686,1161.982683,1168.049346,1173.032677,1179.54934,1186.499336,1192.149333,1198.882662,1205.332659,self-ordered,7,5,2,5,2
285,Teodor,1,260.95,272.3666667,291.2666667,308.3666667,317.35,331.5833333,344,361.7,371.7166667,#N/A,self-ordered,5,3,2,1,2
286,Teodor,2,469.8333333,479.2166667,485.9,492.9166667,498.6,507.7,517.3666667,524.4333333,530.3666667,#N/A,self-ordered,5,1,4,0,2
287,Teodor,3,630.1333333,638.8833333,645.8166667,654.15,660.1,677.6833333,687.1833333,697.9333333,707.5166667,#N/A,self-ordered,6,1,5,1,3
288,Teodor,4,837.2333333,842.3,856.1666667,869.2166667,883.0666667,890.9166667,907.0333333,915.75,924.0166667,#N/A,forced,4,1,3,1,3
289,Teodor,5,1039.583333,1054.266667,1064.983333,1082.3,1092.216667,1098.9,1106.783333,1114.033333,1121.1,#N/A,forced,7,1,6,1,1
290,Teodor,6,1217.016667,1220.466667,1235.116667,1249.35,1253.183333,1257.85,1264.45,1276.15,1283.783333,#N/A,forced,7,2,5,1,1
291,Timo2,1,332.3165731,340.5999041,351.1165678,364.8498973,378.5332268,387.5332242,401.6165536,425.116547,435.0332109,#N/A,forced,4,1,3,1,1
292,Timo2,2,523.4165193,533.8331831,541.9498474,551.2498448,558.5165094,565.3165075,579.9665034,587.1665014,596.1664988,604.3164965,forced,5,2,3,2,2
293,Timo2,3,704.1331351,710.2164667,718.0164645,724.749796,732.0331273,737.1997925,745.7997901,753.5497879,760.9497858,767.8831172,forced,7,5,2,1,2
294,Timo2,4,859.599758,866.2164228,871.483088,877.0330864,884.1664178,890.366416,897.0164142,911.6997434,920.5164075,#N/A,self-ordered,3,1,2,2,2
295,Timo2,5,997.066386,1002.083051,1007.28305,1012.916382,1019.283046,1026.599711,1033.349709,1041.849707,1049.099705,#N/A,self-ordered,5,1,4,2,1
296,Timo2,6,1138.516346,1139.983012,1147.33301,1152.816342,1161.999673,1169.799671,1182.549667,1192.166331,1199.099662,1207.766327,self-ordered,5,1,4,2,2
297,Tofu,1,397.13323,366.7499045,381.5665674,400.4832291,422.4165567,441.8165517,454.2998818,467.0165451,479.6665418,487.3998731,forced,4,2,2,3,3
298,Tofu,2,609.1998414,589.9831798,595.649845,608.9998415,617.0998394,621.5498382,628.0998365,633.2498352,639.4998336,#N/A,forced,5,3,2,3,4
299,Tofu,3,746.7164723,734.0664756,738.1498079,748.9164718,754.9498035,758.9998025,763.416468,769.6497997,776.2664646,781.28313,forced,7,2,5,3,2
300,Tofu,4,899.4997659,900.1997657,903.6497648,909.6830966,913.5997622,917.9497611,925.0664259,936.3497563,941.4164217,1032.416398,self-ordered,9,#N/A,#N/A,7,0
301,Tofu,5,1032.416398,1035.733064,1040.099729,1044.066395,1049.049727,1056.966392,1063.41639,1068.883055,1192.266356,#N/A,self-ordered,9,#N/A,#N/A,7,0
302,Tofu,6,1192.266356,1195.866355,1200.483021,1205.18302,1209.366352,1214.616351,1220.666349,1226.183014,#N/A,#N/A,self-ordered,8,1,7,5,1
303,Twix,1,420.2833333,427.55,437.4166667,446.0833333,456.8833333,467.5833333,481.3333333,491.5333333,501.4666667,#N/A,self-ordered,7,1,6,4,2
304,Twix,2,599.8166667,605.75,614,621.2166667,629.3833333,641.6833333,654.1,663.5,672.1333333,#N/A,self-ordered,9,#N/A,#N/A,1,0
305,Twix,3,787.0333333,788.55,801.55,808.5,819.7166667,829.0166667,839.8666667,854.3166667,873.1666667,#N/A,self-ordered,5,1,4,1,3
306,Twix,4,1031.466667,1034.783333,1043.133333,1058.9,1070.733333,1078.033333,1086.65,1097.15,1114.183333,#N/A,forced,7,2,5,1,2
307,Twix,5,1223.116667,1227.983333,1235.8,1249.333333,1262.516667,1269.166667,1288.216667,1330.783333,1347.516667,#N/A,forced,3,1,2,2,2
308,Twix,6,1491.216667,1496.016667,1504.3,1520.733333,1531.483333,1537.166667,1546.116667,1555.75,1563.983333,1572.316667,forced,4,2,2,2,2
309,Vivi,2,480.4666667,493.7166667,512.7666667,522.6333333,537.6833333,551.4,578.5333333,592.3666667,690.05,#N/A,self-ordered,8,1,7,1,1
310,Vivi,3,793.95,807.3166667,817.5333333,832.1833333,841.95,859.5,871.5,922.2166667,#N/A,#N/A,self-ordered,7,5,2,1,1
311,Vivi,4,1144.116667,1149.966667,1159.966667,1177.8,1187.183333,1198.783333,1215.816667,1246.85,1265.05,#N/A,forced,7,2,5,1,1
312,Vivi,5,1366.15,1378.066667,1387.316667,1401.633333,1412.433333,1433.366667,1447.1,1463.1,1479.25,#N/A,forced,6,2,4,0,1
313,Vivi,6,1583.983333,1590.016667,1602.816667,1618.066667,1627.15,1637.533333,1641.816667,1660.816667,1721.85,#N/A,forced,5,2,3,1,1
314,Zeus3,2,552.3830698,556.9330676,563.9830643,571.4330607,591.4663845,602.0497128,616.3163726,626.649701,640.9830275,#N/A,self-ordered,6,3,3,4,3
315,Zeus3,3,729.7996518,733.7663166,739.2996473,746.5829772,753.2163073,762.2996363,781.6662938,791.4996224,801.2662844,928.5662237,self-ordered,7,1,6,4,2
316,Zeus3,4,947.1662148,951.9162125,958.7662093,965.8662059,971.916203,977.7328669,984.1661972,1084.999482,1095.516144,#N/A,forced,5,1,4,2,2
317,Zeus3,5,1103.049474,1104.61614,1109.349471,1113.649469,1118.2828,1129.349461,1133.249459,1139.73279,1153.732783,1267.866062,forced,7,1,6,5,2
318,Zeus3,6,1285.799387,1287.966052,1291.366051,1296.216048,1301.149379,1306.466043,1311.649374,1320.89937,1324.532701,#N/A,forced,7,1,6,4,2
319,Zira,1,214.8,227.2833333,241.0333333,258.0833333,280.7333333,293.2666667,304.6833333,311.9166667,317.9333333,326.9166667,forced,3,1,2,1,4
320,Zira,2,442.9833333,453.3166667,459.05,468,477.8,483.1166667,488.3833333,499.5333333,507.2333333,512.3833333,forced,7,2,5,1,2
321,Zira,3,624.15,639.2333333,650.85,656.8,664.6166667,673.9666667,679.1333333,683.0833333,692.0333333,#N/A,forced,5,1,4,1,1
322,Zira,4,828.6333333,842.2,851.2333333,858.25,862.6833333,868.5833333,872.8333333,878.4333333,883.5,887.4,self-ordered,5,1,4,3,2
323,Zira,5,971.4333333,977.6,987.2666667,999.7666667,1004.783333,1008.383333,1014.4,1019.2,1024.55,1030.033333,self-ordered,4,2,2,1,2
324,Zira,6,1132.55,1135.683333,1142.383333,1158.916667,1162.733333,1166.7,1172.816667,1190.533333,1194.866667,1199.8,self-ordered,8,4,4,1,1
325,Zuzu,1,308.1498254,314.6164884,326.5331483,343.4498054,349.2998021,366.8664588,379.3331184,391.749778,400.5831063,424.2164263,forced,5,1,4,1,4
326,Zuzu,2,523.5497033,527.9663675,535.5996965,546.566357,554.7163523,564.8996799,581.9496702,596.7496619,606.8663228,#N/A,forced,6,3,3,1,1
327,Zuzu,3,698.5662708,704.9496005,714.5495951,726.3162551,738.7329147,750.2662415,757.1662376,763.4995674,772.6328955,#N/A,forced,7,3,4,4,1
328,Zuzu,4,859.3828464,868.5328412,873.2661718,877.9328359,885.6994981,893.4328271,931.8661386,945.5327976,951.8161273,#N/A,self-ordered,7,4,3,5,2
329,Zuzu,5,1025.299419,1033.932747,1037.649412,1043.732742,1050.832738,1056.816068,1064.016064,1070.749393,1082.016054,#N/A,self-ordered,8,2,6,4,1
330,Zuzu,6,1159.31601,1166.799339,1171.099336,1174.599334,1182.765996,1188.449327,1195.715989,1200.532653,1208.915982,#N/A,self-ordered,8,2,6,3,1
