subj,CDL_name,sex,breed,neutering_status,birth_date,test_date,age,block,condition,trial_num,first_arm_,second_arm_,first_arm,sec_arm,third_arm,fourth_arm,fifth_arm,sixth_arm,sevth_arm,eigth_arm
subj.30,Ylvie,f,DeutscherPinscher,yes,02/03/2020,13/02/2023,35,2,self-ordered,2,,,8,7,6,5,3,2,1,7
subj.30,Ylvie,f,DeutscherPinscher,yes,02/03/2020,13/02/2023,35,2,self-ordered,3,,,8,6,5,3,2,1,8,7
subj.31,Freeda,f,Kokoni,yes,25/12/2021,09/02/2023,13,1,forced,1,,,3,6,5,1,2,5,4,3
subj.31,Freeda,f,Kokoni,yes,25/12/2021,09/02/2023,13,1,forced,2,,,2,4,1,6,5,1,2,6
subj.31,Freeda,f,Kokoni,yes,25/12/2021,09/02/2023,13,1,forced,3,,,7,5,3,5,1,2,3,2
subj.31,Freeda,f,Kokoni,yes,25/12/2021,09/02/2023,13,2,self-ordered,1,,,1,3,1,6,4,2,1,3
subj.31,Freeda,f,Kokoni,yes,25/12/2021,09/02/2023,13,2,self-ordered,2,,,5,8,1,3,5,6,8,1
subj.31,Freeda,f,Kokoni,yes,25/12/2021,09/02/2023,13,2,self-ordered,3,,,1,5,2,1,4,2,1,3
subj.32,Mailo,m,Mix,yes,09/07/2015,09/02/2023,91,1,forced,1,,,6,2,6,3,2,1,8,7
subj.32,Mailo,m,Mix,yes,09/07/2015,09/02/2023,91,1,forced,2,,,7,4,3,2,8,7,6,4
subj.32,Mailo,m,Mix,yes,09/07/2015,09/02/2023,91,1,forced,3,,,5,3,6,3,2,1,8,7
subj.32,Mailo,m,Mix,yes,09/07/2015,09/02/2023,91,2,self-ordered,1,,,5,3,2,1,8,7,6,5
subj.32,Mailo,m,Mix,yes,09/07/2015,09/02/2023,91,2,self-ordered,2,,,1,8,7,6,5,3,2,1
subj.32,Mailo,m,Mix,yes,09/07/2015,09/02/2023,91,2,self-ordered,3,,,1,8,7,6,5,3,2,1
subj.33,Zuzu,f,"Mix(Windhund,LabradorRetriever)",yes,06/11/2020,17/02/2023,27,1,forced,1,,,3,6,2,1,3,1,1,2
subj.33,Zuzu,f,"Mix(Windhund,LabradorRetriever)",yes,06/11/2020,17/02/2023,27,1,forced,2,,,2,7,1,4,3,1,8,6
subj.33,Zuzu,f,"Mix(Windhund,LabradorRetriever)",yes,06/11/2020,17/02/2023,27,1,forced,3,,,5,8,1,2,3,4,1,7
subj.33,Zuzu,f,"Mix(Windhund,LabradorRetriever)",yes,06/11/2020,17/02/2023,27,2,self-ordered,1,,,1,2,3,4,5,6,4,3
subj.33,Zuzu,f,"Mix(Windhund,LabradorRetriever)",yes,06/11/2020,17/02/2023,27,2,self-ordered,2,,,2,1,7,6,5,4,3,1
subj.33,Zuzu,f,"Mix(Windhund,LabradorRetriever)",yes,06/11/2020,17/02/2023,27,2,self-ordered,3,,,3,2,1,8,6,5,4,2
subj.34,Lea3,f,ParsonRussellTerrier,yes,30/08/2014,17/02/2023,101,1,forced,2,,,6,3,5,7,1,2,4,5
subj.34,Lea3,f,ParsonRussellTerrier,yes,30/08/2014,17/02/2023,101,1,forced,3,,,5,1,2,6,1,3,5,7
subj.34,Lea3,f,ParsonRussellTerrier,yes,30/08/2014,17/02/2023,101,2,self-ordered,1,,,2,3,7,2,3,4,6,8
subj.34,Lea3,f,ParsonRussellTerrier,yes,30/08/2014,17/02/2023,101,2,self-ordered,2,,,4,6,1,2,3,4,6,8
subj.34,Lea3,f,ParsonRussellTerrier,yes,30/08/2014,17/02/2023,101,2,self-ordered,3,,,5,6,8,1,2,4,5,7
subj.35,Jay2,m,FrenchBulldog,yes,20/07/2016,18/02/2023,78,1,self-ordered,1,,,2,1,4,3,7,6,5,3
subj.35,Jay2,m,FrenchBulldog,yes,20/07/2016,18/02/2023,78,1,self-ordered,2,,,1,2,8,7,5,4,1,2
subj.35,Jay2,m,FrenchBulldog,yes,20/07/2016,18/02/2023,78,1,self-ordered,3,,,2,1,8,7,2,3,4,6
subj.35,Jay2,m,FrenchBulldog,yes,20/07/2016,18/02/2023,78,2,forced,1,,,3,1,1,2,3,5,8,7
subj.35,Jay2,m,FrenchBulldog,yes,20/07/2016,18/02/2023,78,2,forced,2,,,2,7,1,2,3,5,7,8
subj.35,Jay2,m,FrenchBulldog,yes,20/07/2016,18/02/2023,78,2,forced,3,,,5,8,7,1,3,4,3,5
subj.36,Honey,f,AustralianShepherd,nodata,15/03/2019,20/02/2023,47,1,forced,1,,,7,2,6,4,3,1,8,7
subj.36,Honey,f,AustralianShepherd,nodata,15/03/2019,20/02/2023,47,1,forced,2,,,6,4,2,1,7,5,4,2
subj.36,Honey,f,AustralianShepherd,nodata,15/03/2019,20/02/2023,47,1,forced,3,,,3,1,4,7,6,5,4,3
subj.36,Honey,f,AustralianShepherd,nodata,15/03/2019,20/02/2023,47,2,self-ordered,1,,,5,7,8,1,2,3,4,5
subj.36,Honey,f,AustralianShepherd,nodata,15/03/2019,20/02/2023,47,2,self-ordered,2,,,4,6,5,3,2,1,8,7
subj.36,Honey,f,AustralianShepherd,nodata,15/03/2019,20/02/2023,47,2,self-ordered,3,,,3,4,5,6,7,8,1,2
subj.37,Meo,f,AustralianShepherd,nodata,20/06/2012,20/02/2023,128,1,forced,1,,,1,7,1,2,3,4,5,6
subj.37,Meo,f,AustralianShepherd,nodata,20/06/2012,20/02/2023,128,1,forced,2,,,5,3,2,3,1,4,6,8
subj.37,Meo,f,AustralianShepherd,nodata,20/06/2012,20/02/2023,128,1,forced,3,,,8,6,2,4,8,7,5,1
subj.37,Meo,f,AustralianShepherd,nodata,20/06/2012,20/02/2023,128,2,self-ordered,1,,,1,2,1,2,4,2,4,5
subj.37,Meo,f,AustralianShepherd,nodata,20/06/2012,20/02/2023,128,2,self-ordered,2,,,3,4,5,4,5,7,1,3
subj.37,Meo,f,AustralianShepherd,nodata,20/06/2012,20/02/2023,128,2,self-ordered,3,,,1,7,5,8,5,1,3,4
subj.38,Poca,f,AustralianShepherd,no,22/12/2013,20/02/2023,109,1,forced,1,,,7,3,6,7,8,3,1,4
subj.38,Poca,f,AustralianShepherd,no,22/12/2013,20/02/2023,109,1,forced,3,,,5,2,6,5,7,4,2,5
subj.38,Poca,f,AustralianShepherd,no,22/12/2013,20/02/2023,109,2,self-ordered,1,,,5,7,2,4,5,8,7,6
subj.38,Poca,f,AustralianShepherd,no,22/12/2013,20/02/2023,109,2,self-ordered,2,,,5,8,2,4,6,1,7,5
subj.38,Poca,f,AustralianShepherd,no,22/12/2013,20/02/2023,109,2,self-ordered,3,,,5,2,3,6,8,5,1,4
subj.42,Goofy2,m,Mix(GoldenRetriever),yes,14/01/2020,11/03/2023,37,1,forced,1,,,2,4,7,5,1,7,3,6
subj.42,Goofy2,m,Mix(GoldenRetriever),yes,14/01/2020,11/03/2023,37,1,forced,2,,,1,7,1,7,4,7,2,7
subj.42,Goofy2,m,Mix(GoldenRetriever),yes,14/01/2020,11/03/2023,37,1,forced,3,,,8,3,8,5,7,1,2,8
subj.42,Goofy2,m,Mix(GoldenRetriever),yes,14/01/2020,11/03/2023,37,2,self-ordered,1,,,1,5,3,1,7,4,6,8
subj.42,Goofy2,m,Mix(GoldenRetriever),yes,14/01/2020,11/03/2023,37,2,self-ordered,2,,,1,3,1,7,8,3,1,4
subj.42,Goofy2,m,Mix(GoldenRetriever),yes,14/01/2020,11/03/2023,37,2,self-ordered,3,,,3,1,2,4,6,8,3,6
subj.43,Mazekeen,f,KleinerMünsterländer,yes,10/09/2018,14/03/2023,54,1,forced,1,,,1,4,7,6,7,4,2,7
subj.43,Mazekeen,f,KleinerMünsterländer,yes,10/09/2018,14/03/2023,54,1,forced,2,,,3,5,7,5,2,6,1,4
subj.43,Mazekeen,f,KleinerMünsterländer,yes,10/09/2018,14/03/2023,54,1,forced,3,,,6,2,6,4,2,6,7,5
subj.43,Mazekeen,f,KleinerMünsterländer,yes,10/09/2018,14/03/2023,54,2,self-ordered,1,,,7,1,4,5,2,6,8,2
subj.43,Mazekeen,f,KleinerMünsterländer,yes,10/09/2018,14/03/2023,54,2,self-ordered,2,,,3,5,7,1,4,6,1,2
subj.43,Mazekeen,f,KleinerMünsterländer,yes,10/09/2018,14/03/2023,54,2,self-ordered,3,,,6,3,5,7,5,3,2,6
subj.44,Lilo3,f,DwarfPoodle,yes,18/06/2021,17/03/2023,20,1,forced,1,,,1,6,3,6,5,4,3,2
subj.44,Lilo3,f,DwarfPoodle,yes,18/06/2021,17/03/2023,20,2,self-ordered,1,,,3,2,1,7,6,5,4,3
subj.44,Lilo3,f,DwarfPoodle,yes,18/06/2021,17/03/2023,20,2,self-ordered,2,,,2,3,5,6,7,6,4,2
subj.44,Lilo3,f,DwarfPoodle,yes,18/06/2021,17/03/2023,20,2,self-ordered,3,,,5,6,5,4,3,1,8,7
subj.45,Loki6,m,BernerSennenhund,yes,22/07/2015,20/03/2023,91,1,forced,1,,,3,4,5,8,2,3,4,6
subj.45,Loki6,m,BernerSennenhund,yes,22/07/2015,20/03/2023,91,1,forced,2,,,5,7,2,3,5,7,2,4
subj.45,Loki6,m,BernerSennenhund,yes,22/07/2015,20/03/2023,91,1,forced,3,,,5,7,6,4,2,5,4,1
subj.45,Loki6,m,BernerSennenhund,yes,22/07/2015,20/03/2023,91,2,self-ordered,1,,,8,2,3,4,5,7,8,2
subj.45,Loki6,m,BernerSennenhund,yes,22/07/2015,20/03/2023,91,2,self-ordered,2,,,3,6,2,1,3,4,5,7
subj.45,Loki6,m,BernerSennenhund,yes,22/07/2015,20/03/2023,91,2,self-ordered,3,,,7,1,3,1,2,4,6,8
subj.46,Kukie,f,BorderTerrier,no,17/09/2021,20/03/2023,18,1,forced,1,,,2,4,1,7,5,2,1,8
subj.46,Kukie,f,BorderTerrier,no,17/09/2021,20/03/2023,18,1,forced,2,,,7,5,3,1,7,6,4,3
subj.46,Kukie,f,BorderTerrier,no,17/09/2021,20/03/2023,18,1,forced,3,,,6,8,5,3,1,7,5,4
subj.46,Kukie,f,BorderTerrier,no,17/09/2021,20/03/2023,18,2,self-ordered,1,,,5,3,1,8,6,5,4,2
subj.46,Kukie,f,BorderTerrier,no,17/09/2021,20/03/2023,18,2,self-ordered,2,,,4,6,4,1,7,5,3,1
subj.46,Kukie,f,BorderTerrier,no,17/09/2021,20/03/2023,18,2,self-ordered,3,,,5,3,1,8,6,5,3,2
subj.47,Emil10,m,Chihuahua,nodata,01/12/2017,20/03/2023,63,1,forced,1,,,7,5,1,4,6,8,3,2
subj.47,Emil10,m,Chihuahua,nodata,01/12/2017,20/03/2023,63,1,forced,2,,,6,2,5,3,1,8,7,6
subj.47,Emil10,m,Chihuahua,nodata,01/12/2017,20/03/2023,63,1,forced,3,,,8,3,7,5,3,2,1,8
subj.47,Emil10,m,Chihuahua,nodata,01/12/2017,20/03/2023,63,2,self-ordered,1,,,1,3,4,7,1,3,4,7
subj.47,Emil10,m,Chihuahua,nodata,01/12/2017,20/03/2023,63,2,self-ordered,2,,,2,1,3,5,8,4,8,7
subj.47,Emil10,m,Chihuahua,nodata,01/12/2017,20/03/2023,63,2,self-ordered,3,,,3,5,6,8,2,3,1,6
subj.48,Lucy18,f,MiniaturePoodle,no,03/09/2021,24/03/2023,18,1,forced,1,,,5,2,2,1,2,4,5,6
subj.48,Lucy18,f,MiniaturePoodle,no,03/09/2021,24/03/2023,18,1,forced,2,,,4,8,2,3,4,5,6,7
subj.48,Lucy18,f,MiniaturePoodle,no,03/09/2021,24/03/2023,18,1,forced,3,,,1,7,2,3,4,6,7,8
subj.48,Lucy18,f,MiniaturePoodle,no,03/09/2021,24/03/2023,18,2,self-ordered,1,,,2,3,4,6,7,8,1,2
subj.48,Lucy18,f,MiniaturePoodle,no,03/09/2021,24/03/2023,18,2,self-ordered,2,,,3,4,5,6,7,8,1,2
subj.48,Lucy18,f,MiniaturePoodle,no,03/09/2021,24/03/2023,18,2,self-ordered,3,,,3,4,5,6,7,8,1,2
subj.49,Jimi,m,Mix(BullTerrier),yes,07/10/2010,17/03/2023,149,1,forced,1,,,2,7,5,4,6,4,3,1
subj.49,Jimi,m,Mix(BullTerrier),yes,07/10/2010,17/03/2023,149,1,forced,2,,,1,6,4,5,8,2,4,6
subj.49,Jimi,m,Mix(BullTerrier),yes,07/10/2010,17/03/2023,149,1,forced,3,,,5,3,6,8,2,4,6,4
subj.49,Jimi,m,Mix(BullTerrier),yes,07/10/2010,17/03/2023,149,2,self-ordered,1,,,5,4,3,2,8,6,5,4
subj.49,Jimi,m,Mix(BullTerrier),yes,07/10/2010,17/03/2023,149,2,self-ordered,2,,,8,6,4,3,2,8,6,5
subj.49,Jimi,m,Mix(BullTerrier),yes,07/10/2010,17/03/2023,149,2,self-ordered,3,,,2,4,3,1,8,6,5,4
subj.50,Akido,m,Mix(BorderCollie),yes,14/01/2015,25/03/2023,98,1,self-ordered,1,,,4,6,5,7,1,2,4,6
subj.50,Akido,m,Mix(BorderCollie),yes,14/01/2015,25/03/2023,98,1,self-ordered,2,,,4,6,8,2,3,5,7,1
subj.50,Akido,m,Mix(BorderCollie),yes,14/01/2015,25/03/2023,98,1,self-ordered,3,,,6,5,7,2,4,6,1,3
subj.50,Akido,m,Mix(BorderCollie),yes,14/01/2015,25/03/2023,98,2,forced,1,,,7,1,5,3,5,7,1,3
subj.50,Akido,m,Mix(BorderCollie),yes,14/01/2015,25/03/2023,98,2,forced,2,,,2,8,4,6,1,3,5,7
subj.50,Akido,m,Mix(BorderCollie),yes,14/01/2015,25/03/2023,98,2,forced,3,,,3,6,4,6,1,2,4,6
subj.51,Lexi3,f,"Mix(Kelpie,Shepherddog)",yes,01/04/2019,25/03/2023,47,1,forced,1,,,4,7,1,2,3,4,5,7
subj.51,Lexi3,f,"Mix(Kelpie,Shepherddog)",yes,01/04/2019,25/03/2023,47,1,forced,2,,,8,3,8,6,4,2,7,5
subj.51,Lexi3,f,"Mix(Kelpie,Shepherddog)",yes,01/04/2019,25/03/2023,47,1,forced,3,,,3,2,1,7,6,5,4,2
subj.51,Lexi3,f,"Mix(Kelpie,Shepherddog)",yes,01/04/2019,25/03/2023,47,2,self-ordered,1,,,2,8,3,5,4,3,2,8
subj.51,Lexi3,f,"Mix(Kelpie,Shepherddog)",yes,01/04/2019,25/03/2023,47,2,self-ordered,2,,,4,6,8,6,5,3,2,1
subj.51,Lexi3,f,"Mix(Kelpie,Shepherddog)",yes,01/04/2019,25/03/2023,47,2,self-ordered,3,,,3,5,7,6,5,3,2,1
subj.53,Dante4,m,Eurasier,yes,12/02/2021,28/03/2023,25,1,self-ordered,1,,,1,8,7,4,3,2,1,8
subj.53,Dante4,m,Eurasier,yes,12/02/2021,28/03/2023,25,1,self-ordered,2,,,5,8,1,7,6,4,3,2
subj.53,Dante4,m,Eurasier,yes,12/02/2021,28/03/2023,25,1,self-ordered,3,,,7,6,1,8,7,6,2,8
subj.53,Dante4,m,Eurasier,yes,12/02/2021,28/03/2023,25,2,forced,1,,,5,2,8,7,6,4,3,2
subj.53,Dante4,m,Eurasier,yes,12/02/2021,28/03/2023,25,2,forced,2,,,1,6,5,4,8,7,5,2
subj.53,Dante4,m,Eurasier,yes,12/02/2021,28/03/2023,25,2,forced,3,,,4,8,7,1,3,1,8,6
subj.54,Reni,f,Mix(Shepherd),yes,01/04/2018,29/03/2023,59,1,forced,1,,,1,6,7,8,2,3,4,5
subj.54,Reni,f,Mix(Shepherd),yes,01/04/2018,29/03/2023,59,1,forced,2,,,4,8,1,2,3,4,5,6
subj.54,Reni,f,Mix(Shepherd),yes,01/04/2018,29/03/2023,59,1,forced,3,,,5,7,3,2,1,8,7,5
subj.54,Reni,f,Mix(Shepherd),yes,01/04/2018,29/03/2023,59,2,self-ordered,1,,,3,4,5,6,7,8,1,2
subj.54,Reni,f,Mix(Shepherd),yes,01/04/2018,29/03/2023,59,2,self-ordered,2,,,6,5,3,4,5,6,7,8
subj.54,Reni,f,Mix(Shepherd),yes,01/04/2018,29/03/2023,59,2,self-ordered,3,,,2,3,4,5,6,7,6,7
subj.55,Tenya,f,CollieRough,yes,13/03/2016,30/03/2023,84,1,forced,1,,,1,6,7,8,2,3,4,5
subj.55,Tenya,f,CollieRough,yes,13/03/2016,30/03/2023,84,1,forced,2,,,4,8,1,2,3,4,5,6
subj.55,Tenya,f,CollieRough,yes,13/03/2016,30/03/2023,84,1,forced,3,,,5,7,3,2,1,8,7,5
subj.55,Tenya,f,CollieRough,yes,13/03/2016,30/03/2023,84,2,self-ordered,1,,,3,4,5,6,7,8,1,2
subj.55,Tenya,f,CollieRough,yes,13/03/2016,30/03/2023,84,2,self-ordered,2,,,6,5,3,4,5,6,7,8
subj.55,Tenya,f,CollieRough,yes,13/03/2016,30/03/2023,84,2,self-ordered,3,,,2,3,4,5,6,7,6,7
subj.56,Nele4,f,Löwchen,no,10/12/2021,11/04/2023,16,1,self-ordered,1,,,1,4,2,1,8,7,5,3
subj.56,Nele4,f,Löwchen,no,10/12/2021,11/04/2023,16,1,self-ordered,2,,,7,5,1,8,7,6,4,3
subj.56,Nele4,f,Löwchen,no,10/12/2021,11/04/2023,16,1,self-ordered,3,,,8,3,2,1,8,6,5,4
subj.56,Nele4,f,Löwchen,no,10/12/2021,11/04/2023,16,2,forced,1,,,1,8,7,6,5,4,9,2
subj.56,Nele4,f,Löwchen,no,10/12/2021,11/04/2023,16,2,forced,2,,,6,5,3,1,7,5,3,1
subj.56,Nele4,f,Löwchen,no,10/12/2021,11/04/2023,16,2,forced,3,,,8,7,6,5,4,3,2,1
subj.57,Zira,f,Havaneser,no,10/12/2021,11/04/2023,16,1,forced,1,,,7,1,7,5,2,2,1,7
subj.57,Zira,f,Havaneser,no,10/12/2021,11/04/2023,16,1,forced,2,,,1,7,5,4,2,8,7,5
subj.57,Zira,f,Havaneser,no,10/12/2021,11/04/2023,16,1,forced,3,,,5,3,1,7,5,4,2,8
subj.57,Zira,f,Havaneser,no,10/12/2021,11/04/2023,16,2,self-ordered,1,,,8,4,2,1,8,7,5,4
subj.57,Zira,f,Havaneser,no,10/12/2021,11/04/2023,16,2,self-ordered,2,,,3,5,6,5,2,8,7,5
subj.57,Zira,f,Havaneser,no,10/12/2021,11/04/2023,16,2,self-ordered,3,,,1,7,5,6,3,2,8,6
subj.58,Anubis3,m,ItalianGreyhound,no,15/04/2018,11/04/2023,59,1,self-ordered,1,,,3,2,7,4,8,3,8,2
subj.58,Anubis3,m,ItalianGreyhound,no,15/04/2018,11/04/2023,59,1,self-ordered,2,,,5,7,2,5,7,4,7,3
subj.58,Anubis3,m,ItalianGreyhound,no,15/04/2018,11/04/2023,59,1,self-ordered,3,,,5,4,6,2,3,6,5,1
subj.58,Anubis3,m,ItalianGreyhound,no,15/04/2018,11/04/2023,59,2,forced,1,,,2,8,8,7,5,3,1,5
subj.58,Anubis3,m,ItalianGreyhound,no,15/04/2018,11/04/2023,59,2,forced,2,,,7,4,7,8,1,3,1,2
subj.58,Anubis3,m,ItalianGreyhound,no,15/04/2018,11/04/2023,59,2,forced,3,,,5,1,6,4,3,1,7,1
subj.59,Quintus,m,Hovawart,yes,14/05/2019,20/04/2023,47,1,forced,1,,,6,8,2,3,4,1,7,5
subj.59,Quintus,m,Hovawart,yes,14/05/2019,20/04/2023,47,1,forced,2,,,3,5,2,8,6,4,2,8
subj.59,Quintus,m,Hovawart,yes,14/05/2019,20/04/2023,47,1,forced,3,,,4,1,2,3,4,6,5,7
subj.59,Quintus,m,Hovawart,yes,14/05/2019,20/04/2023,47,2,self-ordered,1,,,5,2,1,7,5,4,2,8
subj.59,Quintus,m,Hovawart,yes,14/05/2019,20/04/2023,47,2,self-ordered,2,,,5,6,1,2,7,5,3,1
subj.59,Quintus,m,Hovawart,yes,14/05/2019,20/04/2023,47,2,self-ordered,3,,,3,1,4,3,1,6,4,3
subj.60,Teodor,m,Mischling,yes,06/06/2018,21/04/2023,58,1,self-ordered,1,,,2,1,3,5,3,8,4,1
subj.60,Teodor,m,Mischling,yes,06/06/2018,21/04/2023,58,1,self-ordered,2,,,5,3,1,7,5,3,8,6
subj.60,Teodor,m,Mischling,yes,06/06/2018,21/04/2023,58,1,self-ordered,3,,,6,4,2,1,7,6,4,7
subj.60,Teodor,m,Mischling,yes,06/06/2018,21/04/2023,58,2,forced,1,,,2,6,7,2,1,6,4,7
subj.60,Teodor,m,Mischling,yes,06/06/2018,21/04/2023,58,2,forced,2,,,7,4,1,5,3,2,7,6
subj.60,Teodor,m,Mischling,yes,06/06/2018,21/04/2023,58,2,forced,3,,,5,8,4,2,3,1,8,6
subj.62,Maro,m,Mischling,,15/02/2020,15/04/2023,38,1,forced,1,,,7,3,2,1,5,7,8,6
subj.62,Maro,m,Mischling,,15/02/2020,15/04/2023,38,1,forced,2,,,4,6,3,1,7,5,4,2
subj.62,Maro,m,Mischling,,15/02/2020,15/04/2023,38,1,forced,3,,,1,2,5,1,6,2,8,3
subj.62,Maro,m,Mischling,,15/02/2020,15/04/2023,38,2,self-ordered,1,,,8,1,7,4,3,8,1,2
subj.62,Maro,m,Mischling,,15/02/2020,15/04/2023,38,2,self-ordered,2,,,6,1,5,3,7,6,5,2
subj.62,Maro,m,Mischling,,15/02/2020,15/04/2023,38,2,self-ordered,3,,,6,8,2,4,1,5,3,8
subj.63,Felix6,m,Zwergspitz,yes,17/12/2015,28/04/2023,88,1,self-ordered,1,,,7,2,3,4,5,6,7,8
subj.63,Felix6,m,Zwergspitz,yes,17/12/2015,28/04/2023,88,1,self-ordered,2,,,1,7,5,3,4,5,6,8
subj.63,Felix6,m,Zwergspitz,yes,17/12/2015,28/04/2023,88,1,self-ordered,3,,,6,7,8,1,3,2,7,8
subj.63,Felix6,m,Zwergspitz,yes,17/12/2015,28/04/2023,88,2,forced,1,,,4,6,1,3,5,6,7,8
subj.63,Felix6,m,Zwergspitz,yes,17/12/2015,28/04/2023,88,2,forced,2,,,3,5,7,1,2,3,4,5
subj.64,Neo,m,Schäferhund,,25/05/2022,05/05/2023,11,1,self-ordered,1,,,1,2,1,2,3,4,5,6
subj.64,Neo,m,Schäferhund,,25/05/2022,05/05/2023,11,1,self-ordered,2,,,1,2,3,4,5,7,1,2
subj.64,Neo,m,Schäferhund,,25/05/2022,05/05/2023,11,1,self-ordered,3,,,1,2,3,4,5,7,8,1
subj.65,Ella3,f,Mix(GoldenDoodle),no,19/10/2021,15/04/2023,17,1,self-ordered,1,,,3,1,3,5,7,8,5,3
subj.65,Ella3,f,Mix(GoldenDoodle),no,19/10/2021,15/04/2023,17,1,self-ordered,2,,,6,3,5,2,4,6,8,1
subj.65,Ella3,f,Mix(GoldenDoodle),no,19/10/2021,15/04/2023,17,1,self-ordered,3,,,5,6,7,3,5,7,3,1
