session,subj,CDL_name,sex,breed,neutering_status,birth_date,test_date,block,condition,trial_num,Age,first_arm,sec_arm,third_arm,fourth_arm,fifth_arm,sixth_arm,sevth_arm,eigth_arm,first_error_position,return_to_arm,Lag_from_last_choice,adjacent_arms,total_mistakes
1,subj.51,Lexi3,f,"Mix(Kelpie, Shepherd dog)",yes,01.04.2019,25.03.2023,2,self-ordered,3,47,3,5,7,6,5,3,2,1,5,2,3,2,2
1,subj.53,Dante4,m,Eurasier,yes,44239,45013,1,self-ordered,1,25,1,8,7,4,3,2,1,8,7,1,6,4,2
1,subj.53,Dante4,m,Eurasier,yes,44239,45013,1,self-ordered,2,25,5,8,1,7,6,4,3,2,#N/A,#N/A,#N/A,2,0
1,subj.53,Dante4,m,Eurasier,yes,44239,45013,1,self-ordered,3,25,7,6,1,8,7,6,2,8,5,1,4,3,3
1,subj.53,Dante4,m,Eurasier,yes,44239,45013,2,forced,1,25,5,2,8,7,6,4,3,2,8,2,6,2,1
1,subj.53,Dante4,m,Eurasier,yes,44239,45013,2,forced,2,25,1,6,5,4,8,7,5,2,7,3,4,2,1
1,subj.53,Dante4,m,Eurasier,yes,44239,45013,2,forced,3,25,4,8,7,1,3,1,8,6,6,4,2,1,2
1,subj.54,Reni,f,Mix(Shepherd),yes,01.04.2018,29.03.2023,1,forced,1,59,1,6,7,8,2,3,4,5,#N/A,#N/A,#N/A,3,0
1,subj.54,Reni,f,Mix(Shepherd),yes,01.04.2018,29.03.2023,1,forced,2,59,4,8,1,2,3,4,5,6,6,1,5,6,1
1,subj.54,Reni,f,Mix(Shepherd),yes,01.04.2018,29.03.2023,1,forced,3,59,5,7,3,2,1,8,7,5,7,2,5,4,2
1,subj.54,Reni,f,Mix(Shepherd),yes,01.04.2018,29.03.2023,2,self-ordered,1,59,3,4,5,6,7,8,1,2,#N/A,#N/A,#N/A,7,0
1,subj.54,Reni,f,Mix(Shepherd),yes,01.04.2018,29.03.2023,2,self-ordered,2,59,6,5,3,4,5,6,7,8,5,2,3,5,2
1,subj.54,Reni,f,Mix(Shepherd),yes,01.04.2018,29.03.2023,2,self-ordered,3,59,2,3,4,5,6,7,6,7,7,5,2,5,2
1,subj.55,Tenya,f,Collie Rough,yes,13.03.2016,30.03.2023,1,forced,1,84,1,6,7,8,2,3,4,5,#N/A,#N/A,#N/A,3,0
1,subj.55,Tenya,f,Collie Rough,yes,13.03.2016,30.03.2023,1,forced,2,84,4,8,1,2,3,4,5,6,6,1,5,6,1
1,subj.55,Tenya,f,Collie Rough,yes,13.03.2016,30.03.2023,1,forced,3,84,5,7,3,2,1,8,7,5,7,2,5,4,2
1,subj.55,Tenya,f,Collie Rough,yes,13.03.2016,30.03.2023,2,self-ordered,1,84,3,4,5,6,7,8,1,2,#N/A,#N/A,#N/A,7,0
1,subj.55,Tenya,f,Collie Rough,yes,13.03.2016,30.03.2023,2,self-ordered,2,84,6,5,3,4,5,6,7,8,5,2,3,5,2
1,subj.55,Tenya,f,Collie Rough,yes,13.03.2016,30.03.2023,2,self-ordered,3,84,2,3,4,5,6,7,6,7,7,5,2,5,2
1,subj.56,Nele4,f,Löwchen,no,10.12.2021,11.04.2023,1,self-ordered,1,16,1,4,2,1,8,7,5,3,4,1,3,3,1
1,subj.56,Nele4,f,Löwchen,no,10.12.2021,11.04.2023,1,self-ordered,2,16,7,5,1,8,7,6,4,3,5,1,4,3,1
1,subj.56,Nele4,f,Löwchen,no,10.12.2021,11.04.2023,1,self-ordered,3,16,8,3,2,1,8,6,5,4,5,1,4,3,1
1,subj.56,Nele4,f,Löwchen,no,10.12.2021,11.04.2023,2,forced,1,16,1,8,7,6,5,4,9,2,#N/A,#N/A,#N/A,5,0
1,subj.56,Nele4,f,Löwchen,no,10.12.2021,11.04.2023,2,forced,2,16,6,5,3,1,7,5,3,1,6,2,4,1,3
1,subj.56,Nele4,f,Löwchen,no,10.12.2021,11.04.2023,2,forced,3,16,8,7,6,5,4,3,2,1,#N/A,#N/A,#N/A,7,0
1,subj.57,Zira,f,Havaneser,no,10.12.2021,11.04.2023,1,forced,1,16,7,1,7,5,2,2,1,7,3,1,2,1,4
1,subj.57,Zira,f,Havaneser,no,10.12.2021,11.04.2023,1,forced,2,16,1,7,5,4,2,8,7,5,7,2,5,1,2
1,subj.57,Zira,f,Havaneser,no,10.12.2021,11.04.2023,1,forced,3,16,5,3,1,7,5,4,2,8,5,1,4,1,1
1,subj.57,Zira,f,Havaneser,no,10.12.2021,11.04.2023,2,self-ordered,1,16,8,4,2,1,8,7,5,4,5,1,4,3,2
1,subj.57,Zira,f,Havaneser,no,10.12.2021,11.04.2023,2,self-ordered,2,16,3,5,6,5,2,8,7,5,4,2,2,1,2
1,subj.57,Zira,f,Havaneser,no,10.12.2021,11.04.2023,2,self-ordered,3,16,1,7,5,6,3,2,8,6,8,4,4,1,1
1,subj.58,Anubis3,m,Italian Greyhound,no,15.04.2018,11.04.2023,1,self-ordered,1,59,3,2,7,4,8,3,8,2,6,1,5,1,3
1,subj.58,Anubis3,m,Italian Greyhound,no,15.04.2018,11.04.2023,1,self-ordered,2,59,5,7,2,5,7,4,7,3,4,1,3,#DIV/0!,3
1,subj.58,Anubis3,m,Italian Greyhound,no,15.04.2018,11.04.2023,1,self-ordered,3,59,5,4,6,2,3,6,5,1,6,3,3,1,2
1,subj.58,Anubis3,m,Italian Greyhound,no,15.04.2018,11.04.2023,2,forced,1,59,2,8,8,7,5,3,1,5,3,2,1,1,2
1,subj.58,Anubis3,m,Italian Greyhound,no,15.04.2018,11.04.2023,2,forced,2,59,7,4,7,8,1,3,1,2,3,1,2,2,2
1,subj.58,Anubis3,m,Italian Greyhound,no,15.04.2018,11.04.2023,2,forced,3,59,5,1,6,4,3,1,7,1,6,2,4,1,2
1,subj.59,Quintus,m,Hovawart,yes,14.05.2019,20.04.2023,1,forced,1,47,6,8,2,3,4,1,7,5,#N/A,#N/A,#N/A,2,0
1,subj.59,Quintus,m,Hovawart,yes,14.05.2019,20.04.2023,1,forced,2,47,3,5,2,8,6,4,2,8,7,3,4,#DIV/0!,2
1,subj.59,Quintus,m,Hovawart,yes,14.05.2019,20.04.2023,1,forced,3,47,4,1,2,3,4,6,5,7,5,1,4,3,1
1,subj.59,Quintus,m,Hovawart,yes,14.05.2019,20.04.2023,2,self-ordered,1,47,5,2,1,7,5,4,2,8,5,1,4,1,2
1,subj.59,Quintus,m,Hovawart,yes,14.05.2019,20.04.2023,2,self-ordered,2,47,5,6,1,2,7,5,3,1,6,1,5,1,2
1,subj.59,Quintus,m,Hovawart,yes,14.05.2019,20.04.2023,2,self-ordered,3,47,3,1,4,3,1,6,4,3,4,1,3,1,4
1,subj.60,Teodor,m,Mischling,yes,06.06.2018,21.04.2023,1,self-ordered,1,58,2,1,3,5,3,8,4,1,5,3,2,1,2
1,subj.60,Teodor,m,Mischling,yes,06.06.2018,21.04.2023,1,self-ordered,2,58,5,3,1,7,5,3,8,6,5,1,4,#DIV/0!,2
1,subj.60,Teodor,m,Mischling,yes,06.06.2018,21.04.2023,1,self-ordered,3,58,6,4,2,1,7,6,4,7,6,1,5,1,3
1,subj.60,Teodor,m,Mischling,yes,06.06.2018,21.04.2023,2,forced,1,58,2,6,7,2,1,6,4,7,4,1,3,1,3
1,subj.60,Teodor,m,Mischling,yes,06.06.2018,21.04.2023,2,forced,2,58,7,4,1,5,3,2,7,6,7,1,6,1,1
1,subj.60,Teodor,m,Mischling,yes,06.06.2018,21.04.2023,2,forced,3,58,5,8,4,2,3,1,8,6,7,2,5,1,1
1,subj.62,Maro,m,Mischling,#N/A,15.02.2020,15.04.2023,1,forced,1,38,7,3,2,1,5,7,8,6,6,1,5,2,1
1,subj.62,Maro,m,Mischling,#N/A,15.02.2020,15.04.2023,1,forced,2,38,4,6,3,1,7,5,4,2,7,1,6,1,1
1,subj.62,Maro,m,Mischling,#N/A,15.02.2020,15.04.2023,1,forced,3,38,1,2,5,1,6,2,8,3,4,1,3,1,2
1,subj.62,Maro,m,Mischling,#N/A,15.02.2020,15.04.2023,2,self-ordered,1,38,8,1,7,4,3,8,1,2,6,1,5,2,2
1,subj.62,Maro,m,Mischling,#N/A,15.02.2020,15.04.2023,2,self-ordered,2,38,6,1,5,3,7,6,5,2,6,1,5,2,2
1,subj.62,Maro,m,Mischling,#N/A,15.02.2020,15.04.2023,2,self-ordered,3,38,6,8,2,4,1,5,3,8,8,2,6,#DIV/0!,1
1,subj.63,Felix6,m,Zwergspitz,yes,17.12.2015,28.04.2023,1,self-ordered,1,88,7,2,3,4,5,6,7,8,7,1,6,6,1
1,subj.63,Felix6,m,Zwergspitz,yes,17.12.2015,28.04.2023,1,self-ordered,2,88,1,7,5,3,4,5,6,8,6,3,3,3,1
1,subj.63,Felix6,m,Zwergspitz,yes,17.12.2015,28.04.2023,1,self-ordered,3,88,6,7,8,1,3,2,7,8,7,2,5,3,2
1,subj.63,Felix6,m,Zwergspitz,yes,17.12.2015,28.04.2023,2,forced,1,88,4,6,1,3,5,6,7,8,6,2,4,3,1
1,subj.63,Felix6,m,Zwergspitz,yes,17.12.2015,28.04.2023,2,forced,2,88,3,5,7,1,2,3,4,5,6,1,5,4,2
1,subj.64,Neo,m,Schäferhund,#N/A,25.05.2022,05.05.2023,1,self-ordered,1,11,1,2,1,2,3,4,5,6,3,1,2,5,2
1,subj.64,Neo,m,Schäferhund,#N/A,25.05.2022,05.05.2023,1,self-ordered,2,11,1,2,3,4,5,7,1,2,7,1,6,4,2
1,subj.64,Neo,m,Schäferhund,#N/A,25.05.2022,05.05.2023,1,self-ordered,3,11,1,2,3,4,5,7,8,1,8,1,7,4,1
1,subj.65,Ella3,f,Mix (Golden Doodle),no,19.10.2021,15.04.2023,1,self-ordered,1,17,3,1,3,5,7,8,5,3,3,1,2,1,3
1,subj.65,Ella3,f,Mix (Golden Doodle),no,19.10.2021,15.04.2023,1,self-ordered,2,17,6,3,5,2,4,6,8,1,6,1,5,1,1
1,subj.65,Ella3,f,Mix (Golden Doodle),no,19.10.2021,15.04.2023,1,self-ordered,3,17,5,6,7,3,5,7,3,1,5,1,4,2,3
2,subj.02,Moon2,f,Australian Shepherd,no,31.10.2021,#N/A,1,self-ordered,1,#N/A,2,1,8,6,5,4,3,2,8,1,7,4,1
2,subj.02,Moon2,f,Australian Shepherd,no,31.10.2021,#N/A,1,self-ordered,2,#N/A,5,4,3,2,1,8,6,5,8,1,7,5,1
2,subj.02,Moon2,f,Australian Shepherd,no,31.10.2021,#N/A,1,self-ordered,3,#N/A,2,1,8,6,7,5,4,3,#N/A,#N/A,#N/A,2,0
2,subj.02,Moon2,f,Australian Shepherd,no,31.10.2021,#N/A,2,forced,1,#N/A,1,7,3,2,1,8,7,5,5,1,4,4,2
2,subj.02,Moon2,f,Australian Shepherd,no,31.10.2021,#N/A,2,forced,2,#N/A,8,3,2,1,8,7,5,4,5,1,4,4,1
2,subj.02,Moon2,f,Australian Shepherd,no,31.10.2021,#N/A,2,forced,3,#N/A,4,2,4,3,2,1,8,6,3,1,2,4,2
2,subj.05,Tofu,m,Cocker Spaniel,yes,26.09.2021,#N/A,1,forced,1,#N/A,2,7,1,8,7,6,5,4,5,2,3,5,1
2,subj.05,Tofu,m,Cocker Spaniel,yes,26.09.2021,#N/A,1,forced,2,#N/A,6,3,1,8,7,6,5,4,6,1,5,5,1
2,subj.05,Tofu,m,Cocker Spaniel,yes,26.09.2021,#N/A,1,forced,3,#N/A,1,5,1,8,7,6,5,4,3,1,2,5,2
2,subj.05,Tofu,m,Cocker Spaniel,yes,26.09.2021,#N/A,2,self-ordered,1,#N/A,5,4,3,2,1,8,7,6,#N/A,#N/A,#N/A,7,0
2,subj.05,Tofu,m,Cocker Spaniel,yes,26.09.2021,#N/A,2,self-ordered,2,#N/A,7,6,5,4,3,2,1,8,#N/A,#N/A,#N/A,7,0
2,subj.05,Tofu,m,Cocker Spaniel,yes,26.09.2021,#N/A,2,self-ordered,3,#N/A,5,4,3,2,3,2,1,8,5,3,2,3,2
2,subj.06,Kito,m,"Mix (Westgoten Spitz, Jack russel)",no,01.08.2020,#N/A,1,self-ordered,1,#N/A,4,8,7,1,2,3,4,5,7,1,6,4,1
2,subj.06,Kito,m,"Mix (Westgoten Spitz, Jack russel)",no,01.08.2020,#N/A,1,self-ordered,2,#N/A,7,2,8,7,6,5,4,3,4,1,3,5,1
2,subj.06,Kito,m,"Mix (Westgoten Spitz, Jack russel)",no,01.08.2020,#N/A,1,self-ordered,3,#N/A,6,1,8,2,1,8,7,6,5,2,3,4,3
2,subj.06,Kito,m,"Mix (Westgoten Spitz, Jack russel)",no,01.08.2020,#N/A,2,forced,1,#N/A,1,3,4,5,6,7,8,1,8,1,7,6,1
2,subj.06,Kito,m,"Mix (Westgoten Spitz, Jack russel)",no,01.08.2020,#N/A,2,forced,2,#N/A,8,7,5,6,7,8,1,2,5,2,3,5,2
2,subj.06,Kito,m,"Mix (Westgoten Spitz, Jack russel)",no,01.08.2020,#N/A,2,forced,3,#N/A,5,6,7,8,1,2,3,4,#N/A,#N/A,#N/A,7,0
2,subj.08,Ava2,f,Louisiana Catahoula Leopard Dog,yes,28.10.2016,#N/A,1,forced,1,#N/A,1,3,4,5,6,7,2,3,8,2,6,4,1
2,subj.08,Ava2,f,Louisiana Catahoula Leopard Dog,yes,28.10.2016,#N/A,1,forced,2,#N/A,8,6,2,3,5,6,1,4,6,2,4,1,1
2,subj.08,Ava2,f,Louisiana Catahoula Leopard Dog,yes,28.10.2016,#N/A,1,forced,3,#N/A,4,2,5,6,7,8,2,3,7,2,5,3,1
2,subj.08,Ava2,f,Louisiana Catahoula Leopard Dog,yes,28.10.2016,#N/A,2,self-ordered,1,#N/A,5,6,1,2,8,5,3,1,6,1,5,1,2
2,subj.08,Ava2,f,Louisiana Catahoula Leopard Dog,yes,28.10.2016,#N/A,2,self-ordered,2,#N/A,2,1,7,5,6,2,4,5,6,1,5,1,2
2,subj.08,Ava2,f,Louisiana Catahoula Leopard Dog,yes,28.10.2016,#N/A,2,self-ordered,3,#N/A,2,3,7,8,6,7,5,1,6,3,3,1,1
2,subj.09,Maze,f,Mix/Greyster,no,28.11.2021,#N/A,1,forced,1,#N/A,4,1,3,5,2,4,3,2,6,1,5,2,3
2,subj.09,Maze,f,Mix/Greyster,no,28.11.2021,#N/A,1,forced,2,#N/A,8,5,3,6,2,1,7,4,#N/A,#N/A,#N/A,1,0
2,subj.09,Maze,f,Mix/Greyster,no,28.11.2021,#N/A,1,forced,3,#N/A,7,2,6,5,3,2,1,8,6,2,4,3,1
2,subj.09,Maze,f,Mix/Greyster,no,28.11.2021,#N/A,2,self-ordered,1,#N/A,3,2,5,8,6,4,3,1,7,1,6,1,1
2,subj.09,Maze,f,Mix/Greyster,no,28.11.2021,#N/A,2,self-ordered,2,#N/A,5,3,2,8,6,5,3,2,6,1,5,1,3
2,subj.09,Maze,f,Mix/Greyster,no,28.11.2021,#N/A,2,self-ordered,3,#N/A,4,7,3,2,1,8,6,4,8,1,7,3,1
2,subj.10,Twix,m,Mix (Labrador Retriever),yes,01.01.2010,#N/A,1,self-ordered,1,#N/A,5,3,2,8,6,5,3,1,6,1,5,1,2
2,subj.10,Twix,m,Mix (Labrador Retriever),yes,01.01.2010,#N/A,1,self-ordered,2,#N/A,2,1,8,6,5,3,1,8,7,2,5,2,2
2,subj.10,Twix,m,Mix (Labrador Retriever),yes,01.01.2010,#N/A,1,self-ordered,3,#N/A,7,1,8,7,5,3,1,8,4,1,3,2,3
2,subj.10,Twix,m,Mix (Labrador Retriever),yes,01.01.2010,#N/A,2,forced,1,#N/A,8,2,8,7,5,4,3,1,3,1,2,2,1
2,subj.10,Twix,m,Mix (Labrador Retriever),yes,01.01.2010,#N/A,2,forced,2,#N/A,5,3,7,6,5,3,2,1,5,1,4,2,2
2,subj.10,Twix,m,Mix (Labrador Retriever),yes,01.01.2010,#N/A,2,forced,3,#N/A,1,7,1,8,7,5,4,3,3,1,2,2,2
2,subj.11,Blue5,f,Australian Shepherd,yes,15.09.2013,#N/A,1,self-ordered,1,#N/A,3,2,5,3,2,5,3,2,4,1,3,1,5
2,subj.11,Blue5,f,Australian Shepherd,yes,15.09.2013,#N/A,1,self-ordered,2,#N/A,5,6,7,2,3,2,8,7,6,4,2,2,2
2,subj.11,Blue5,f,Australian Shepherd,yes,15.09.2013,#N/A,1,self-ordered,3,#N/A,7,5,3,2,8,7,5,3,6,1,5,1,3
2,subj.11,Blue5,f,Australian Shepherd,yes,15.09.2013,#N/A,2,forced,1,#N/A,2,7,2,3,5,6,5,3,3,1,2,1,3
2,subj.11,Blue5,f,Australian Shepherd,yes,15.09.2013,#N/A,2,forced,2,#N/A,6,3,8,6,5,3,5,3,4,1,3,1,4
2,subj.11,Blue5,f,Australian Shepherd,yes,15.09.2013,#N/A,2,forced,3,#N/A,4,8,2,5,7,5,3,2,6,4,2,1,2
2,subj.15,Albert,m,Dansky,yes,26.06.2018,#N/A,1,self-ordered,1,#N/A,5,6,5,3,7,6,8,7,3,1,2,1,3
2,subj.15,Albert,m,Dansky,yes,26.06.2018,#N/A,1,self-ordered,2,#N/A,4,6,5,7,2,3,6,8,7,2,5,1,1
2,subj.15,Albert,m,Dansky,yes,26.06.2018,#N/A,1,self-ordered,3,#N/A,7,6,4,2,7,6,5,1,5,1,4,2,2
2,subj.15,Albert,m,Dansky,yes,26.06.2018,#N/A,2,forced,1,#N/A,5,3,8,7,1,4,3,2,7,2,5,2,1
2,subj.15,Albert,m,Dansky,yes,26.06.2018,#N/A,2,forced,2,#N/A,2,6,8,7,2,3,5,7,5,1,4,1,2
2,subj.15,Albert,m,Dansky,yes,26.06.2018,#N/A,2,forced,3,#N/A,7,4,5,6,8,2,3,5,8,3,5,2,1
2,subj.17,Fendi,m,Mix,yes,20.04.2019,#N/A,1,self-ordered,1,#N/A,6,7,8,1,2,3,4,5,#N/A,#N/A,#N/A,7,0
2,subj.17,Fendi,m,Mix,yes,20.04.2019,#N/A,1,self-ordered,2,#N/A,3,4,5,6,7,8,1,2,#N/A,#N/A,#N/A,7,0
2,subj.17,Fendi,m,Mix,yes,20.04.2019,#N/A,1,self-ordered,3,#N/A,4,5,6,7,8,1,2,3,#N/A,#N/A,#N/A,7,0
2,subj.17,Fendi,m,Mix,yes,20.04.2019,#N/A,2,forced,1,#N/A,2,7,1,2,3,4,5,6,4,1,3,5,1
2,subj.17,Fendi,m,Mix,yes,20.04.2019,#N/A,2,forced,2,#N/A,4,8,1,2,3,4,5,6,6,1,5,6,1
2,subj.17,Fendi,m,Mix,yes,20.04.2019,#N/A,2,forced,3,#N/A,6,1,2,3,4,5,6,7,7,1,6,6,1
2,subj.25,Lenny4,m,Podenco,yes,14.06.2019,#N/A,1,self-ordered,1,#N/A,6,1,6,2,7,6,3,1,3,1,2,1,3
2,subj.25,Lenny4,m,Podenco,yes,14.06.2019,#N/A,1,self-ordered,2,#N/A,6,8,6,3,1,7,8,6,3,1,2,1,3
2,subj.25,Lenny4,m,Podenco,yes,14.06.2019,#N/A,1,self-ordered,3,#N/A,5,3,8,6,3,8,7,5,5,2,3,1,3
2,subj.25,Lenny4,m,Podenco,yes,14.06.2019,#N/A,2,forced,1,#N/A,7,4,5,3,8,6,3,4,7,4,3,1,2
2,subj.25,Lenny4,m,Podenco,yes,14.06.2019,#N/A,2,forced,2,#N/A,6,1,3,5,8,6,3,5,6,1,5,#DIV/0!,3
2,subj.25,Lenny4,m,Podenco,yes,14.06.2019,#N/A,2,forced,3,#N/A,5,8,2,7,2,7,8,6,5,3,2,1,3
2,subj.26,Gandalf,m,Podenco,yes,15.07.2019,#N/A,1,self-ordered,1,#N/A,4,6,7,1,4,6,7,1,5,1,4,1,4
2,subj.26,Gandalf,m,Podenco,yes,15.07.2019,#N/A,1,self-ordered,2,#N/A,2,4,6,7,8,6,4,2,6,3,3,2,3
2,subj.26,Gandalf,m,Podenco,yes,15.07.2019,#N/A,1,self-ordered,3,#N/A,2,4,5,6,7,8,1,2,8,1,7,6,1
2,subj.26,Gandalf,m,Podenco,yes,15.07.2019,#N/A,2,forced,1,#N/A,3,5,6,7,8,1,2,3,8,1,7,6,1
2,subj.26,Gandalf,m,Podenco,yes,15.07.2019,#N/A,2,forced,2,#N/A,8,2,4,5,6,7,1,2,8,2,6,3,1
2,subj.26,Gandalf,m,Podenco,yes,15.07.2019,#N/A,2,forced,3,#N/A,7,1,2,4,5,6,7,8,7,1,6,4,1
2,subj.28,Timo2,m,Mix(Siberian Husky),no,01.09.2019,#N/A,1,forced,1,#N/A,5,7,4,5,6,8,1,2,4,1,3,2,1
2,subj.28,Timo2,m,Mix(Siberian Husky),no,01.09.2019,#N/A,1,forced,2,#N/A,4,8,5,6,4,3,4,1,5,1,4,1,2
2,subj.28,Timo2,m,Mix(Siberian Husky),no,01.09.2019,#N/A,1,forced,3,#N/A,6,2,5,7,8,1,6,5,7,1,6,2,2
2,subj.28,Timo2,m,Mix(Siberian Husky),no,01.09.2019,#N/A,2,self-ordered,1,#N/A,4,5,6,8,2,1,7,5,8,2,6,2,1
2,subj.28,Timo2,m,Mix(Siberian Husky),no,01.09.2019,#N/A,2,self-ordered,2,#N/A,1,3,2,8,6,4,3,1,7,2,5,1,2
2,subj.28,Timo2,m,Mix(Siberian Husky),no,01.09.2019,#N/A,2,self-ordered,3,#N/A,1,7,5,2,8,6,4,5,8,3,5,1,1
2,subj.32,Mailo,m,Mix,yes,09.07.2015,#N/A,1,forced,1,#N/A,1,7,5,4,3,2,1,8,7,1,6,5,1
2,subj.32,Mailo,m,Mix,yes,09.07.2015,#N/A,1,forced,2,#N/A,2,4,1,8,7,6,5,4,8,2,6,5,1
2,subj.32,Mailo,m,Mix,yes,09.07.2015,#N/A,1,forced,3,#N/A,8,3,2,1,8,7,6,5,5,1,4,6,1
2,subj.32,Mailo,m,Mix,yes,09.07.2015,#N/A,2,self-ordered,1,#N/A,3,2,1,8,7,6,5,4,#N/A,#N/A,#N/A,7,0
